,Bathrooms,Bedrooms,Fibre Internet,Floor Size,Garages,Listing Date,Listing Number,Price,Town,Type of Property,Erf Size,Garden,Parking,Pool,Pet Friendly,No Pets Allowed,Secure Parking,Furnished,Flatlet,ADSL Internet,Furnished (Optional),Satellite Internet,Fixed WiMax Internet
39,2.0,2.0,,91 m²,,22 September 2020,109145969,4995000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
40,1.0,1.0,,47 m²,,19 November 2019,108192528,1529000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,1.0,,,,,
41,2.5,3.0,,180 m²,2.0,17 August 2020,108997348,6100000.0000,"Newlands, Cape Town",House,715 m²,,,1.0,1.0,,,,,,,,
42,4.0,3.0,1.0,301 m²,2.0,30 June 2020,107599954,9500000.0000,"1 Victoria Road, Bakoven, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
43,1.0,3.0,,,1.0,02 July 2020,108824203,2950000.0000,"12 Bathurst Road, Kenilworth, Cape Town",House,495 m²,,1.0,,,,,,,,,,
44,1.0,1.0,,,,25 August 2020,107633378,1500000.0000,"Gardens, Cape Town",Apartment / Flat,36 m²,,,,,,,,,,,,
45,1.0,2.0,,73 m²,,31 July 2020,108936895,1950000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
46,2.5,4.0,,,2.0,12 August 2020,108977399,4995000.0000,"Constantia, Cape Town",House,1 704 m²,,,,1.0,,,,,,,,
47,2.0,2.0,,129 m²,,01 August 2020,108938100,4295000.0000,"Claremont, Cape Town",Apartment / Flat,129 m²,,2.0,,,,,,,,,,
48,1.0,3.0,,,1.0,07 September 2020,109076051,795000.0000,"35 Conrad Road, Grassy Park, Cape Town",House,556 m²,1.0,2.0,,,,,,1.0,,,,
49,1.0,2.0,,79 m²,1.0,22 June 2020,108785196,1550000.0000,"405 Woodleigh, 121 Third Avenue, Kenilworth, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
50,1.0,1.0,,59 m²,1.0,20 June 2020,108782068,1890000.0000,"139 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
51,1.5,2.0,,160 m²,,01 August 2020,108937806,2500000.0000,"Rosebank, Cape Town",Townhouse,173 m²,1.0,,,1.0,,,,,,,,
52,1.0,3.0,,,,03 September 2020,109060324,1500000.0000,"Woodstock, Cape Town",House,268 m²,,,,,,,,,,,,
53,2.0,2.0,,65 m²,,02 September 2020,109055851,2150000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
54,2.5,3.0,1.0,253 m²,2.0,18 August 2020,108999370,9500000.0000,"Unit 4, 6 Park Avenue, Camps Bay, Camps Bay, Cape Town",Townhouse,,,1.0,1.0,1.0,,,,,,,,
55,5.0,4.0,1.0,,1.0,01 July 2020,108816745,5500000.0000,"4 Firs Ave Claremont, Claremont Upper, Cape Town",House,597 m²,1.0,,,1.0,,,,,,,,
56,2.0,2.0,,77 m²,,31 July 2020,108937314,1500000.0000,"Muizenberg, Cape Town",Apartment / Flat,77 m²,,,,,,,,,,,,
57,1.0,2.0,,,,13 August 2020,108984282,620000.0000,"63 Comet Road, Ocean View, Cape Town",House,109 m²,,1.0,,1.0,,,,,,,,
58,2.0,2.0,,77 m²,,04 August 2020,108950462,1695000.0000,"Woodstock, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
59,2.0,3.0,,,1.0,03 July 2020,108829925,3450000.0000,"Rondebosch, Cape Town",Townhouse,,,,,,1.0,,,,,,,
60,1.0,1.0,,45 m²,,02 September 2020,109057182,1495000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
61,2.0,3.0,,160 m²,1.0,20 June 2020,108782236,2500000.0000,"1 Kuyper Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
62,3.0,4.0,,,2.0,07 August 2020,108961235,3795000.0000,"Bergvliet, Cape Town",House,980 m²,,,,,,,,,,,,
63,3.0,3.0,,183 m²,1.0,31 July 2020,108937133,5200000.0000,"Claremont Upper, Cape Town",House,496 m²,1.0,2.0,,1.0,,,,,,,,
64,1.5,2.0,,85 m²,1.0,05 August 2020,108952753,1349000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,,,,,,,,,,
65,1.0,0.5,,,1.0,31 August 2020,109046438,1350000.0000,"Woodstock, Cape Town",Apartment / Flat,28 m²,,,1.0,1.0,,,,,,,,
66,1.0,1.0,,65 m²,1.0,19 August 2020,109004766,2195000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
67,1.0,2.0,1.0,55 m²,,19 June 2020,108780630,995000.0000,"Anfield Village, 180 Forest Drive Extension Road, Pinelands, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
68,1.0,1.0,,64 m²,,22 June 2020,108785257,2300000.0000,"395 Main Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
69,3.0,1.0,1.0,182 m²,,19 August 2020,109006619,40000000.0000,"55a Victoria Road, Clifton, Cape Town",House,513 m²,1.0,,1.0,1.0,,,,,,,,
70,4.0,3.0,,,10.0,11 August 2020,108974170,23500000.0000,"Constantia, Cape Town",House,1 500 m²,1.0,,1.0,,,10.0,,,,,,
71,3.0,4.0,,,1.0,09 July 2020,108851043,11900000.0000,"19 Bellevue Road, Sea Point, Cape Town",House,800 m²,1.0,3.0,1.0,,,,,,,,,
72,3.0,4.0,,250 m²,2.0,07 August 2020,108963581,3695000.0000,"Kirstenhof, Cape Town",House,726 m²,,,1.0,1.0,,,,,,,,
73,1.0,1.0,,72 m²,,14 August 2020,107036625,3100000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
74,1.0,1.0,1.0,39 m²,,12 August 2020,108979735,1270000.0000,"Claremont Upper, Cape Town",Apartment / Flat,7 727 m²,,1.0,,,1.0,,,,,,,
75,2.0,2.0,,64 m²,,31 July 2020,108937315,1450000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
76,3.0,4.0,,226 m²,2.0,12 August 2020,108976896,7750000.0000,"Rondebosch, Cape Town",House,725 m²,1.0,4.0,1.0,1.0,,,,1.0,,,,
77,1.0,0.5,,43 m²,,03 September 2020,109061768,1400000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
78,1.0,,,43 m²,,11 September 2020,109107751,1500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,1.0,,,,,
79,1.0,3.0,,120 m²,1.0,17 August 2020,108997997,2525000.0000,"Plumstead, Cape Town",House,500 m²,1.0,3.0,,1.0,,,,,,,,
80,1.0,1.0,,62 m²,,14 August 2020,108986219,3400000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
81,2.0,6.0,,,1.0,21 August 2020,109016290,2350000.0000,"Penlyn Estate, Cape Town",House,,,,,,,,,,,,,
82,1.0,1.0,1.0,43 m²,,09 July 2020,108851196,2200000.0000,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
83,4.0,5.0,,,1.0,30 June 2020,108814148,3250000.0000,"4 Union Street, Kenilworth, Cape Town",House,447 m²,,3.0,1.0,,,,,,,,,
84,2.5,2.0,,268 m²,,31 July 2020,108934288,29000000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
85,2.0,2.0,,,1.0,24 July 2020,108912072,2500000.0000,"Harfield Village, Cape Town",House,209 m²,,,1.0,,1.0,,,,,,,
86,2.5,3.0,,172 m²,2.0,03 August 2020,108943382,2295000.0000,"Crawford, Cape Town",House,596 m²,1.0,5.0,,,,,,,,,,
87,2.0,2.0,,68 m²,,25 June 2020,108799435,2650000.0000,"104 The Wentworth 36 Wessels Road, Kenilworth, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
88,4.0,4.0,,,2.0,19 June 2020,108781076,7995000.0000,"14 Hawthornden Road, Kenilworth Upper, Cape Town",House,1 221 m²,1.0,,1.0,,,4.0,,,,,,
89,2.0,2.0,,200 m²,1.0,20 June 2020,108782169,7200000.0000,"94 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
90,3.0,3.0,,230 m²,1.0,20 June 2020,108782171,8500000.0000,"94 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
91,2.0,2.0,,170 m²,1.0,20 June 2020,108782166,5750000.0000,"94 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,1.0,,,,
92,1.0,1.0,,50 m²,1.0,29 June 2020,108811349,1595000.0000,"57 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
93,,,1.0,,,21 August 2020,109014366,,"Cape Town City Centre, Cape Town",House,323 m²,,1.0,,,,,,,,,,
94,1.0,1.0,1.0,,,12 August 2020,108979948,1350000.0000,"53 Main Rd, Claremont Upper, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
95,3.0,4.0,,,1.0,03 August 2020,108943593,12000000.0000,"Fresnaye, Cape Town",House,428 m²,1.0,,1.0,,,3.0,,,,,,
96,2.0,2.0,,,,30 June 2020,108814554,2650000.0000,"25 Mountain Road, Woodstock, Cape Town",House,160 m²,,,,,,,,,,,,
97,1.0,2.0,,94 m²,,02 August 2020,107367478,3495000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
98,2.0,2.0,,170 m²,1.0,20 June 2020,108782164,5750000.0000,"94 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
99,1.0,2.0,,71 m²,1.0,31 July 2020,108936288,1649500.0000,"Plumstead, Cape Town",Townhouse,,,,,,,,,,,,,
100,2.0,2.0,,72 m²,,01 August 2020,108938023,2450000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
101,2.0,4.0,,,1.0,13 September 2020,109111031,1600000.0000,"Surrey Estate, Cape Town",House,,,,,,,,,,,,,
102,2.0,2.0,,170 m²,1.0,20 June 2020,108782162,8200000.0000,"94 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
103,3.5,5.0,,250 m²,3.0,16 August 2020,108992732,3980000.0000,"Plumstead, Cape Town",House,803 m²,1.0,2.0,1.0,1.0,,,,1.0,,,,
104,2.0,2.0,,298 m²,,31 July 2020,108933858,12500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,1.0,,,,,,,,,
105,1.0,2.0,,62 m²,,15 June 2020,108765641,980000.0000,"50 Flamingo Crescent, Lansdowne, Cape Town",Apartment / Flat,62 m²,,,,,,1.0,,,,,,
106,2.5,3.0,,159 m²,1.0,31 July 2020,106435335,8950000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
107,2.0,2.0,,117 m²,,17 August 2020,108994482,4550000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
108,2.0,2.0,,87 m²,,17 August 2020,108994151,2395000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
109,6.5,6.0,,,2.0,14 September 2020,109113021,21000000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
110,1.0,2.0,,79 m²,,31 July 2020,108935717,3795000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,1 043 m²,,,,,,,,,,,,
111,1.0,2.0,,44 m²,,17 August 2020,108993833,840000.0000,"Grassy Park, Cape Town",Apartment / Flat,,,,,,,,,,,,,
112,2.0,4.0,,,1.0,11 August 2020,108972137,6950000.0000,"Vredehoek, Cape Town",House,758 m²,,,1.0,1.0,,,,1.0,,,,
113,3.0,3.0,1.0,215 m²,2.0,10 July 2020,108855498,5300000.0000,"Claremont Upper, Cape Town",House,496 m²,1.0,,,,,,,,,,,
114,3.5,3.0,,477 m²,,31 July 2020,108933864,24900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,3.0,1.0,,,,,,,,,
115,1.0,1.0,,51 m²,,17 August 2020,108995571,2150000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
116,5.0,9.0,,,3.0,16 July 2020,108877608,37500000.0000,"11 Gill Road, Muizenberg, Cape Town",House,8 351 m²,1.0,5.0,1.0,,,,,,,,,
117,3.5,3.0,,361 m²,2.0,05 June 2020,108712618,31995000.0000,"82 Hargraves, Llandudno, Cape Town",Apartment / Flat,,,2.0,1.0,1.0,,,,,,,,
118,7.5,6.0,,750 m²,3.0,15 July 2020,108872904,38000000.0000,"Camps Bay, Cape Town",House,903 m²,1.0,3.0,1.0,,,,,,,,,
119,2.0,2.0,,97 m²,2.0,30 July 2020,108932521,2675000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
120,2.0,2.0,,84 m²,,14 August 2020,108990165,2295000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,1.0,,,,,
121,2.0,5.0,,,2.0,11 August 2020,108973801,4150000.0000,"Pinelands, Cape Town",House,1 586 m²,1.0,5.0,1.0,1.0,,,,,,,,
122,1.5,2.0,,80 m²,,11 August 2020,108971917,4500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,1.0,,,1.0,,,,,
123,1.0,1.0,,53 m²,,09 July 2020,108850416,2650000.0000,"4 Quendon Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
124,1.0,3.0,,,1.0,08 September 2020,109088867,1895000.0000,"Ottery, Cape Town",House,481 m²,,,,,,,,,,,,
125,2.0,3.0,,,1.0,21 August 2020,109014983,3899000.0000,"Pinelands, Cape Town",House,957 m²,1.0,,1.0,1.0,,,,,,,,
126,1.0,3.0,,,,09 September 2020,109097972,490000.0000,"Heideveld, Cape Town",House,,,,,,,,,,,,,
127,2.0,3.0,,,1.0,11 August 2020,108972550,2190000.0000,"Wynberg Upper, Cape Town",House,258 m²,1.0,2.0,,,,,,,,,,
128,1.0,1.0,,63 m²,,20 August 2020,109010969,2760000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
129,1.0,1.0,,58 m²,,22 June 2020,108786576,1750000.0000,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
130,2.0,2.0,,65 m²,1.0,09 July 2020,108853792,1850000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
131,1.0,2.0,,62 m²,1.0,09 July 2020,108850526,1150000.0000,"Erf115790 Baden Powell Drive Drive, Costa Da Gama, Cape Town",Apartment / Flat,,1.0,2.0,1.0,1.0,,,,,,,,
132,2.5,4.0,,228 m²,,29 July 2020,108928790,7650000.0000,"Newlands, Cape Town",House,991 m²,1.0,3.0,1.0,1.0,,,,,,,,
133,5.5,5.0,1.0,1100 m²,4.0,05 February 2020,108407885,30000000.0000,"7 Gemini Way, Constantia, Cape Town",House,6 151 m²,1.0,4.0,1.0,,,,,,,,,
134,2.0,4.0,,,,11 August 2020,108974714,3900000.0000,"Claremont, Cape Town",House,494 m²,1.0,,1.0,,,4.0,,,,,,
135,3.5,5.0,,350 m²,2.0,23 June 2020,108788818,6950000.0000,"43 Tennant Road, Kenilworth Upper, Cape Town",House,1 122 m²,1.0,2.0,1.0,1.0,,,,,,,,
136,1.0,1.0,1.0,67 m²,,03 September 2020,109059370,1900000.0000,"55 Upper Maynard Street, Gardens, Cape Town",Apartment / Flat,67 m²,,2.0,,1.0,,,,,,,,
137,5.0,5.0,,,2.0,21 November 2019,106916399,16000000.0000,"117 Rathfelder Avenue, Constantia, Cape Town",House,1 902 m²,1.0,2.0,,,,,,,,,,
138,1.0,,,34 m²,1.0,04 August 2020,108946124,950000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
139,4.5,3.0,,350 m²,2.0,29 June 2020,108813322,12999000.0000,"63 Joubert Road, Green Point, Cape Town",House,588 m²,,,1.0,1.0,,,,,,,,
140,3.0,6.0,,,,27 August 2020,109036933,2199000.0000,"Schaap Kraal, Cape Town",House,1 324 m²,1.0,1.0,,,,,,,,,,
141,3.0,4.0,,126 m²,1.0,03 August 2020,107270358,1695000.0000,"Muizenberg, Cape Town",House,140 m²,1.0,3.0,1.0,,,,,,,,,
142,1.0,1.0,,46 m²,,31 July 2020,108937310,650000.0000,"D86 First On Forest Forest Drive Extension, Thornton, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
143,2.0,2.0,,65 m²,1.0,31 July 2020,108935331,2100000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
144,1.0,3.0,,120 m²,,30 July 2020,108931537,1850000.0000,"Bo Kaap, Cape Town",House,104 m²,1.0,,,1.0,,,,,,,,
145,1.0,3.0,,102 m²,3.0,02 August 2020,108939756,2650000.0000,"Plumstead, Cape Town",House,496 m²,1.0,3.0,,,,,,,,,,
146,1.0,2.0,,83 m²,2.0,31 August 2020,107262351,2850000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
147,1.5,2.0,,103 m²,,10 June 2020,108729953,3100000.0000,"73 Kloof Nek Road, Gardens, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
148,2.0,3.0,,119 m²,2.0,25 June 2020,108798895,1999000.0000,"2a Delany Road, Plumstead, Cape Town",House,395 m²,,2.0,,,,,,,,,,
149,2.5,3.0,,,1.0,27 November 2019,105856941,10900000.0000,"Fresnaye, Cape Town",House,571 m²,,,,1.0,,,,,,,,
150,1.5,2.0,,90 m²,1.0,24 June 2020,108796267,4695000.0000,"109 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
151,2.0,6.0,,220 m²,,11 June 2020,108734612,3350000.0000,"14 Franklin, Observatory, Cape Town",House,293 m²,,,,1.0,,,1.0,,,,,
152,1.0,2.0,,65 m²,1.0,19 June 2020,108777629,1599999.0000,"4 Narita, Skyways, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,,
153,1.0,2.0,,53 m²,,05 August 2020,108955517,1270000.0000,"Lansdowne, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
154,2.0,4.0,1.0,,,30 June 2020,108814295,2595000.0000,"27 Burns Road, Salt River, Cape Town",House,266 m²,,,,,,,,1.0,,,,
155,2.0,2.0,,,,03 September 2020,109060888,1695000.0000,"Woodstock, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
156,2.0,4.0,,350 m²,2.0,16 August 2020,108091050,10950000.0000,"Newlands, Cape Town",House,806 m²,1.0,2.0,1.0,,,,,,,,,
157,1.0,,,59 m²,,18 June 2020,108773762,1370000.0000,"31 Brickfield Road, University Estate, Cape Town",Apartment / Flat,59 m²,,,1.0,,,,,,,,,
158,1.0,,,40 m²,,30 July 2020,108933119,1250000.0000,"Claremont Upper, Cape Town",Apartment / Flat,40 m²,,1.0,,,,,,,,,,
159,1.0,2.0,,69 m²,1.0,14 June 2020,108760827,1130000.0000,"79 Eastlake Drive, Marina Da Gama, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
160,1.0,2.0,,71 m²,,10 June 2020,108730390,1825000.0000,"1 Kloof Street, Gardens, Cape Town",Apartment / Flat,681 m²,,,,,,,,,,,,
161,1.0,1.0,,40 m²,1.0,10 September 2020,109101955,1350000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
162,1.5,3.0,,122 m²,1.0,10 June 2020,108729443,6990000.0000,"44 Geneva Drive, Camps Bay, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
163,2.0,2.0,,128 m²,2.0,11 August 2020,108972463,4595000.0000,"Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
164,1.0,2.0,,80 m²,1.0,05 August 2020,108955318,1280000.0000,"Southfield, Cape Town",Apartment / Flat,80 m²,,,,,,,,,,,,
165,2.0,5.0,,,2.0,19 August 2020,109005668,2299000.0000,"Zeekoevlei, Cape Town",House,664 m²,1.0,1.0,,,,,,,,,,
166,1.5,2.0,,78 m²,,11 August 2020,108974329,1395000.0000,"Diep River, Cape Town",Townhouse,,1.0,2.0,,,,,,,,,,
167,1.0,1.0,,,,07 September 2020,109075191,720000.0000,"4 Forest Drive, Thornton, Cape Town",Apartment / Flat,42 m²,,,,,,,,,,,,
168,1.0,2.0,,,,31 August 2020,109050020,895000.0000,"Ottery, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
169,1.0,2.0,,67 m²,,19 August 2020,109007130,895000.0000,"3 Rylands Mews, Rylands, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
170,2.0,3.0,,268 m²,2.0,29 July 2020,105663513,6995000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
171,1.0,1.0,,47 m²,,31 July 2020,108934202,1350000.0000,"Kenilworth, Cape Town",Apartment / Flat,47 m²,,1.0,,,,,,,,,,
172,1.0,1.0,,51 m²,,12 August 2020,108978179,1475000.0000,"10 Greenfield Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
173,1.0,1.0,,106 m²,,09 June 2020,108721950,1425000.0000,"7 Manhattan Mews, 10 Blenheim Road, Plumstead, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
174,1.0,1.0,,37 m²,,16 August 2020,108992314,480000.0000,"Retreat, Cape Town",Apartment / Flat,5 027 m²,,,,,,,,,,,,
175,1.0,2.0,,62 m²,1.0,10 July 2020,108856007,1150000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
176,2.0,2.0,,106 m²,2.0,20 July 2020,108891353,4950000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
177,2.0,3.0,,123 m²,1.0,10 June 2020,108730376,3450000.0000,"6 Pinewood Road, Rondebosch, Cape Town",House,550 m²,1.0,2.0,,,,,,,,,,
178,1.0,1.0,1.0,45 m²,,24 August 2020,109021936,1950000.0000,"Gardens, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
179,1.0,2.0,,80 m²,2.0,10 June 2020,108729000,1350000.0000,"302 Tiverton Heights, 17 Morton Road, Plumstead, Cape Town",Apartment / Flat,,,,,,,,,,,,,
180,1.0,2.0,,71 m²,1.0,30 July 2020,108930980,1650000.0000,"255 Main Road, Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,,,
181,1.0,3.0,,,,27 August 2020,109038300,3750000.0000,"Pinelands, Cape Town",House,1 074 m²,1.0,1.0,,,,,,,,,,
182,1.0,2.0,1.0,,,31 July 2020,108937360,2495000.0000,"12 Bowwood Road, Claremont, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
183,5.5,5.0,,1350 m²,8.0,28 August 2020,109040197,29000000.0000,"Constantia, Cape Town",House,3 795 m²,1.0,,,,,,,,,,,
184,6.0,6.0,,550 m²,2.0,20 August 2020,109011952,26995000.0000,"Camps Bay, Cape Town",House,331 m²,,,1.0,,,,,,,,,
185,1.0,2.0,,45 m²,,15 August 2020,108991113,849000.0000,"Coral Sands, 4 St Georges Street, Muizenberg, Cape Town",Apartment / Flat,4 000 m²,,1.0,1.0,,,,,,,,,
186,3.0,3.0,,654 m²,3.0,30 July 2020,108933167,22995000.0000,"Constantia, Cape Town",House,1 207 m²,,,1.0,1.0,,,,,,,,
187,2.0,2.0,,85 m²,,23 July 2020,108904990,4500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
188,2.0,4.0,,225 m²,2.0,10 June 2020,108727653,5995000.0000,"3 St Patricks Road, Claremont, Cape Town",House,740 m²,1.0,2.0,1.0,,,,,,,,,
189,1.0,2.0,,70 m²,,17 August 2020,108994775,1150000.0000,"Lansdowne, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
190,2.0,3.0,,90 m²,1.0,29 July 2020,108925614,1450000.0000,"Muizenberg, Cape Town",House,208 m²,1.0,1.0,,1.0,,,,,,,,
191,6.0,6.0,,450 m²,2.0,29 July 2020,108925195,12850000.0000,"Camps Bay, Cape Town",House,658 m²,1.0,3.0,1.0,,,,,,,,,
192,3.0,4.0,,,2.0,24 August 2020,109022714,4650000.0000,"Constantia, Cape Town",House,1 317 m²,1.0,,1.0,,,5.0,,,,,,
193,9.5,9.0,,,4.0,27 February 2020,108505541,120000000.0000,"Fresnaye, Cape Town",House,3 027 m²,,,1.0,,,,,,,,,
194,2.0,2.0,,75 m²,,28 July 2020,108922249,3495000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
195,4.5,4.0,,633 m²,4.0,26 June 2020,108806704,32500000.0000,"42 Avenue, Fresnaye, Cape Town",House,633 m²,,,1.0,1.0,,,,,,,,
196,1.0,1.0,,30 m²,,25 August 2020,109028664,300000.0000,"227 Main Road Wynberg, Wynberg, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
197,2.0,2.0,,141 m²,2.0,17 June 2020,108770133,4995000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,,,
198,1.0,3.0,,,1.0,02 September 2020,109055462,550000.0000,"Lavender Hill, Cape Town",House,336 m²,,4.0,,1.0,,,,,,,,
199,3.0,3.0,,136 m²,3.0,02 September 2020,109059756,13995000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
200,3.0,3.0,,92 m²,1.0,08 July 2020,108848750,1695000.0000,"Southfield, Cape Town",House,115 m²,1.0,3.0,,,,,,,,,,
201,2.0,2.0,1.0,177 m²,,06 August 2020,108960797,10850000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,2.0,,1.0,,,,,,,,
202,1.0,2.0,,67 m²,1.0,24 August 2020,109022899,1399000.0000,"4 Bromwell Street, Woodstock, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
203,2.0,4.0,,138 m²,1.0,05 July 2020,108834361,3145000.0000,"8 Malleson Road, Mowbray, Cape Town",House,702 m²,1.0,4.0,,1.0,,,,,,,,
204,6.0,6.0,,550 m²,2.0,20 August 2020,109011952,26995000.0000,"Camps Bay, Cape Town",House,331 m²,,,1.0,,,,,,,,,
205,1.0,2.0,,78 m²,,28 July 2020,108921030,1485000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
206,2.0,2.0,,142 m²,,09 August 2020,108967277,14995000.0000,"Waterfront, Cape Town",Apartment / Flat,,,2.0,1.0,,1.0,,,,,,,
207,5.5,6.0,,370 m²,4.0,27 July 2020,108918383,14995995.0000,"Rondebosch, Cape Town",House,1 670 m²,1.0,5.0,1.0,,1.0,,,,,,,
208,1.5,2.0,,76 m²,1.5,11 August 2020,108973493,980000.0000,"Wynberg, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
209,2.0,4.0,,225 m²,2.0,10 June 2020,108727653,5995000.0000,"3 St Patricks Road, Claremont, Cape Town",House,740 m²,1.0,2.0,1.0,,,,,,,,,
210,1.0,3.0,,,,19 September 2020,109139695,500000.0000,"Guguletu, Cape Town",House,210 m²,,3.0,,,,,,,,,,
211,2.0,3.0,,,1.0,21 August 2020,109013704,2300000.0000,"Rondebosch East, Cape Town",House,386 m²,1.0,4.0,,1.0,,,,,,,,
