,Bathrooms,Bedrooms,Floor Size,Listing Date,Listing Number,Price,Town,Type of Property,Furnished,Parking,Pet Friendly,Pool,No Pets Allowed,Erf Size,Garages,Garden,Secure Parking,Fibre Internet,Flatlet,Satellite Internet,ADSL Internet
2200,1.0,1.0,48 m²,22 November 2019,108208480,2495000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
2201,2.5,2.0,152 m²,19 November 2019,108193388,8500000.0000,"De Waterkant, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
2202,2.0,2.0,141 m²,12 July 2019,107698120,4500000.0000,"Gardens, Cape Town",Apartment / Flat,,2.0,,,1.0,,,,,,,,
2203,3.5,3.0,297 m²,09 May 2018,106315668,8850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
2204,1.0,2.0,,06 August 2019,107801160,1650000.0000,"Salt River, Cape Town",House,,1.0,,,1.0,137 m²,,,,,,,
2205,2.0,4.0,,12 May 2020,108658988,1850000.0000,"Kensington, Cape Town",House,,,,,,,2.0,1.0,,,,,
2206,1.0,2.0,60 m²,29 October 2019,108108420,2395000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
2207,1.0,0.5,33 m²,02 September 2019,107896801,859000.0000,"Pinelands, Cape Town",House,,,,,1.0,,,,,,,,
2208,1.0,1.0,42 m²,26 February 2020,108494753,1499000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2209,4.0,5.0,,01 October 2019,107994278,15995000.0000,"Steenberg Golf Estate, Cape Town",House,,,,1.0,,877 m²,3.0,,,,,,1.0
2210,2.0,2.0,94 m²,16 October 2018,106853013,2495000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2211,4.0,4.0,,10 January 2019,107072964,14500000.0000,"Camps Bay, Cape Town",House,,,1.0,1.0,,,2.0,,,,1.0,,
2212,1.0,1.0,33 m²,16 April 2020,108626399,814504.0000,"Pinelands, Cape Town",Apartment / Flat,,1.0,,,1.0,,,1.0,,,,,
2213,3.0,5.0,382 m²,02 September 2019,107896406,8500000.0000,"62 Sandown Road, Rondebosch, Cape Town",House,,,,1.0,,906 m²,4.0,1.0,,,,,
2214,2.0,3.0,154 m²,09 October 2019,108034893,3595000.0000,"Constantia, Cape Town",House,,6.0,1.0,1.0,,,2.0,1.0,,,,1.0,
2215,5.0,5.0,669 m²,26 February 2020,108494386,40000000.0000,"Camps Bay, Cape Town",House,,,,1.0,,,2.0,,,,,,
2216,1.0,2.0,66 m²,01 August 2019,107774791,1580275.0000,"Plumstead, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2217,2.0,2.0,,30 December 2019,108284894,1430000.0000,"Bergvliet, Cape Town",Apartment / Flat,,1.0,,,,102 m²,,1.0,,,,,
2218,1.0,1.0,45 m²,01 November 2019,108120863,3395000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
2219,4.0,4.0,479 m²,19 December 2018,107046119,19995000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,1.0,,,2.0,,,,,,
2220,2.0,2.0,57 m²,31 July 2019,107767674,2130000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,63 m²,,,,,,,
2221,1.0,1.0,54 m²,10 February 2020,108425630,1295000.0000,"Rondebosch Village, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2222,6.0,6.0,,27 September 2019,107983901,29000000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,6 907 m²,4.0,1.0,,,1.0,,
2223,,,,02 July 2020,108822683,3200000.0000,"Rondebosch Village, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2224,1.0,2.0,77 m²,25 October 2019,108099069,1800000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,,77 m²,,,,1.0,,,
2225,2.0,2.0,113 m²,27 August 2019,107875225,4500000.0000,"Sea Point, Cape Town",House,,,1.0,,,,,,,,,,
2226,2.0,2.0,113 m²,23 October 2019,108088711,5495000.0000,"De Waterkant, Cape Town",Apartment / Flat,,2.0,,1.0,,,,,,,,,
2227,4.0,6.0,388 m²,12 September 2018,106742433,14995000.0000,"Camps Bay, Cape Town",Townhouse,,,,,,755 m²,2.0,,,,,,
2228,1.0,1.0,94 m²,02 October 2019,107999505,3495000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2229,1.0,,46 m²,06 June 2019,107574082,3350000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2230,4.0,4.0,209 m²,25 June 2019,107635270,11950000.0000,"Fresnaye, Cape Town",House,,2.0,1.0,1.0,,458 m²,2.0,1.0,,,,1.0,
2231,5.0,5.0,,13 December 2019,108266220,25000000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,4 011 m²,4.0,1.0,,,,,
2232,3.5,3.0,337 m²,26 February 2019,107241748,10750000.0000,"Claremont Upper, Cape Town",House,,2.0,1.0,1.0,,495 m²,2.0,,,,,,
2233,1.0,1.0,57 m²,18 February 2019,107213467,1695000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2234,3.0,5.0,,20 June 2019,107623336,1895000.0000,"7 Patton Maitland, Maitland, Cape Town",House,,,,,,320 m²,,,,,,,
2235,5.0,9.0,,25 March 2019,107334520,5995000.0000,"Sea Point, Cape Town",House,,,1.0,1.0,,381 m²,,,,,1.0,,
2236,1.0,2.0,87 m²,31 October 2019,108117700,2900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2237,1.0,2.0,107 m²,01 February 2019,107154756,2450000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2238,1.0,1.0,43 m²,26 March 2018,106172258,1495000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2239,3.5,3.0,,19 November 2018,106965491,19000000.0000,"Camps Bay, Cape Town",House,,2.0,1.0,1.0,,347 m²,2.0,,,,,,
2240,6.0,6.0,,13 January 2020,108312096,52500000.0000,"Bantry Bay, Cape Town",House,,1.0,,,,,2.0,,,1.0,,,
2241,3.0,3.0,312 m²,28 May 2019,107541329,8495000.0000,"Green Point, Cape Town",Townhouse,,2.0,,,1.0,,2.0,,,,,,
2242,6.0,8.0,250 m²,01 February 2019,107153005,10995000.0000,"Oranjezicht, Cape Town",House,,1.0,,,1.0,810 m²,1.0,,,,,,
2243,4.0,4.0,403 m²,13 February 2020,108442440,25000000.0000,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,1.0,,2.0,,,,,,
2244,2.0,2.0,,06 March 2020,108541692,8700000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,1.0,1.0,,,,,,,,,
2245,4.0,4.0,363 m²,19 February 2019,107217886,15950000.0000,"Camps Bay, Cape Town",Townhouse,,,,1.0,1.0,,2.0,,,,,,
2246,1.0,2.0,,12 December 2019,108263782,2195000.0000,"Woodstock, Cape Town",House,,,,,,131 m²,1.0,,,1.0,,,
2247,1.0,,86 m²,16 October 2018,103014138,1700000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,86 m²,,,,,,,
2248,2.0,2.0,87 m²,08 August 2019,107806755,4000000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,2.0,,1.0,1.0,,,,,,,,
2249,1.0,1.0,64 m²,27 January 2020,108370907,2250000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2250,1.0,1.0,36 m²,16 October 2019,108061829,1895000.0000,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2251,1.0,2.0,56 m²,25 February 2020,108488689,650000.0000,"Maitland, Cape Town",Apartment / Flat,,1.0,,,1.0,56 m²,,,,,,,
2252,4.0,6.0,237 m²,01 October 2019,107996933,3495000.0000,"Plumstead, Cape Town",House,,1.0,1.0,,,487 m²,2.0,1.0,,,,,
2253,2.0,1.0,58 m²,10 January 2020,108305967,1995000.0000,"Observatory, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
2254,1.0,1.0,51 m²,10 October 2017,105686126,3500000.0000,"Fresnaye, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2255,2.0,4.0,,02 October 2019,108001260,2400000.0000,"Ottery, Cape Town",House,,,1.0,1.0,,510 m²,1.0,1.0,,,,,
2256,3.0,4.0,,16 September 2019,107945070,8250000.0000,"9 Rodwell Road, St James, Cape Town",House,,,,1.0,,760 m²,1.0,,,,,,
2257,1.0,1.0,65 m²,01 October 2019,107996153,2950000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2258,3.0,5.0,,20 May 2020,108674373,850000.0000,"Browns Farm, Cape Town",House,,,,,,345 m²,,,,,,,
2259,1.0,1.0,83 m²,23 August 2019,107865841,4995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,1.0,,,,,,
2260,1.0,1.0,20 m²,15 April 2020,108624870,617079.0000,"Pinelands, Cape Town",Apartment / Flat,,1.0,,,1.0,,,1.0,,,,,
2261,2.0,2.0,73 m²,14 November 2019,108171232,2212103.0000,"Observatory, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2262,1.0,2.0,,03 December 2019,108238818,6500000.0000,"Camps Bay, Cape Town",House,,,1.0,,,321 m²,1.0,,,,,,
2263,2.0,2.0,,16 December 2019,108270209,8950000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,165 m²,2.0,,,,,,
2264,2.0,4.0,,28 January 2020,108375153,2800000.0000,"Woodstock, Cape Town",House,,2.0,1.0,,,211 m²,,,,,,,
2265,1.0,2.0,,31 October 2019,108118368,680000.0000,"92 Comet Road, Ocean View, Cape Town",House,,2.0,1.0,,,187 m²,,1.0,,,,,
2266,2.5,2.0,,18 January 2020,108335676,6995000.0000,"20 Cardiff Road, De Waterkant, Cape Town",Apartment / Flat,,2.0,,1.0,,,,,,,,,
2267,2.0,2.0,186 m²,25 October 2019,108096543,10495000.0000,"401 The Cedar, 6 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,1.0,,186 m²,2.0,,,1.0,,,
2268,2.0,2.0,87 m²,08 August 2019,107806755,4000000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,2.0,,1.0,1.0,,,,,,,,
2269,1.0,1.0,36 m²,16 October 2019,108061829,1895000.0000,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2270,5.5,5.0,400 m²,04 June 2018,105778577,24950000.0000,"Camps Bay, Cape Town",House,,,,1.0,1.0,694 m²,2.0,,,,,,
2271,1.0,1.0,47 m²,28 November 2019,108228451,1495000.0000,"Kenilworth Upper, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2272,3.0,4.0,304 m²,19 September 2019,107961295,8190000.0000,"Silvertree Estate, Cape Town",House,,2.0,,1.0,,799 m²,2.0,1.0,,,,,
2273,2.0,2.0,89 m²,27 January 2020,108370317,3795000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,,,,,,,,,
2274,2.5,2.0,124 m²,06 December 2019,108249875,4849000.0000,"Green Point, Cape Town",Townhouse,,,,1.0,1.0,,,,,,,,
2275,5.0,9.0,,23 February 2020,108478669,2100000.0000,"Schaap Kraal, Cape Town",House,,8.0,,,,497 m²,,,,,1.0,,
2276,1.0,1.0,,13 January 2020,108311933,1750000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2277,4.0,4.0,,26 November 2019,108218583,24975000.0000,"Camps Bay, Cape Town",House,,,,1.0,,747 m²,2.0,,,,,,
2278,1.0,1.0,20 m²,15 April 2020,108624870,617079.0000,"Pinelands, Cape Town",Apartment / Flat,,1.0,,,1.0,,,1.0,,,,,
2279,2.0,2.0,125 m²,25 September 2019,107977918,7900000.0000,"De Waterkant, Cape Town",House,,,1.0,1.0,,60 m²,,1.0,,,,,
2280,7.0,7.0,,29 November 2019,108230505,18000000.0000,"Higgovale, Cape Town",House,,,,,,1 060 m²,1.0,,,,,,
2281,4.0,5.0,,03 February 2020,108395782,13900000.0000,"Claremont Upper, Cape Town",House,,,1.0,1.0,,956 m²,2.0,1.0,2.0,,,,
2282,3.0,3.0,,29 January 2020,108380067,6950000.0000,"Vredehoek, Cape Town",House,,2.0,1.0,,,222 m²,2.0,1.0,,,,,
2283,1.0,2.0,,24 March 2020,108600171,999000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2284,3.0,3.0,115 m²,28 October 2019,108102607,3900000.0000,"15 Silvermist Estate, Constantia Nek, Constantia, Cape Town",Townhouse,,,,,,,,,,,,,
2285,2.0,3.0,91 m²,17 November 2017,105814483,3690000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
2286,1.0,2.0,75 m²,27 January 2020,108371182,2999999.0000,"Vredehoek, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2287,1.0,2.0,,15 April 2020,108623935,1850000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2288,6.0,9.0,396 m²,21 November 2018,106977249,5300000.0000,"Crawford, Cape Town",House,,5.0,,,,613 m²,2.0,,,,1.0,,
2289,2.0,2.0,160 m²,23 November 2018,106982918,11950000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,160 m²,,1.0,,,,,
2290,2.0,2.0,105 m²,21 January 2020,108347158,4995000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,2.0,,1.0,1.0,,,,,,,,
2291,2.5,3.0,138 m²,04 December 2017,105857884,7795000.0000,"Fresnaye, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,1.0,,,,,,
2292,3.0,3.0,354 m²,28 August 2019,107880374,11750000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
2293,9.0,9.0,,21 November 2018,106975055,35644250.0000,"17 Ottawa Road, Camps Bay, Cape Town",House,,,,1.0,,833 m²,2.0,,,,,,
2294,2.0,2.0,135 m²,10 February 2020,108422071,8295000.0000,"Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,1.0,,,
2295,1.0,1.0,77 m²,31 October 2018,106904105,1690000.0000,"Wynberg, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2296,1.0,,36 m²,29 May 2019,107547890,2275000.0000,"1 Heerengracht, Foreshore, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2297,1.0,2.0,,27 November 2019,108224736,1385000.0000,"8 Devon Street, Woodstock, Cape Town",House,,1.0,,,,,,,,1.0,,,
2298,2.0,3.0,94 m²,22 December 2017,105898128,3995000.0000,"Trill Road, Observatory, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2299,,,,19 February 2020,108466196,1985000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2300,3.5,3.0,176 m²,19 December 2018,107045417,8550000.0000,"Green Point, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
2301,2.0,2.0,112 m²,15 August 2019,107832220,11995000.0000,"Waterfront, Cape Town",Apartment / Flat,1.0,2.0,,,1.0,112 m²,,,,,,,
2302,1.0,1.0,43 m²,20 April 2020,108629772,1650000.0000,"Observatory, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2303,,,,28 March 2020,108605416,1695000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2304,1.0,2.0,,08 May 2020,108652366,1349000.0000,"Retreat, Cape Town",House,,1.0,,,,,,,,,,,
2305,2.0,2.0,210 m²,31 March 2020,108608388,7400000.0000,"Kalk Bay, Cape Town",Townhouse,,,,,,210 m²,,,2.0,,,,
2306,2.0,3.0,221 m²,14 November 2019,108166805,2295000.0000,"Ottery, Cape Town",House,,2.0,,1.0,,466 m²,2.0,1.0,,,,,
2307,6.0,6.0,,08 October 2019,106951653,11900000.0000,"Constantia, Cape Town",House,,4.0,,1.0,,1 913 m²,2.0,1.0,,,,,
2308,8.5,5.0,,25 November 2019,108214352,23000000.0000,"Newlands, Cape Town",House,,4.0,1.0,1.0,,1 542 m²,2.0,1.0,,,,,
2309,1.0,1.0,,30 March 2020,108606182,2995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,,,,,,,,
2310,1.0,1.0,45 m²,04 March 2020,108530846,1850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
2311,2.0,2.0,77 m²,31 January 2020,108389597,2995000.0000,"Walmer Estate, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
2312,2.0,2.0,87 m²,29 May 2018,106384332,5570000.0000,"169 Main Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
2313,2.0,3.0,100 m²,17 January 2020,108332595,2420000.0000,"Plumstead, Cape Town",House,,4.0,1.0,,,354 m²,,1.0,,,,,
2314,1.0,2.0,78 m²,09 March 2020,108546296,1395000.0000,"Lansdowne, Cape Town",House,,1.0,,,,244 m²,,1.0,,,,,
2315,2.0,3.0,,30 January 2019,107142418,4950000.0000,"10 Flower Street, Oranjezicht, Cape Town",House,,1.0,,,,132 m²,,1.0,,,,,
2316,5.0,6.0,450 m²,02 August 2019,107777474,27000000.0000,"Llandudno, Cape Town",House,,,,,,990 m²,3.0,,,,,,
2317,1.0,2.0,,02 May 2020,108643264,1580000.0000,"Mowbray, Cape Town",Townhouse,,1.0,,,,,,,,,,,
2318,1.0,1.0,55 m²,13 September 2018,106747518,2950000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
2319,2.0,2.0,65 m²,29 May 2019,107545451,2290000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2320,1.0,1.0,62 m²,08 August 2019,107807872,1795000.0000,"16 Jetty Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2321,1.0,2.0,80 m²,06 March 2020,108539271,6290000.0000,"Mouille Point, Cape Town",Apartment / Flat,,2.0,1.0,,,,,,,,,,
2322,1.0,2.0,,04 December 2019,108242751,2699000.0000,"Oranjezicht, Cape Town",House,,,1.0,,,133 m²,,1.0,,1.0,,,
2323,8.0,7.0,,20 January 2020,108337413,32000000.0000,"Constantia, Cape Town",House,,,,1.0,,2 983 m²,3.0,1.0,,,,,
2324,2.0,2.0,61 m²,31 July 2019,107770768,1650000.0000,"Mowbray, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2325,6.5,6.0,,10 January 2020,108305864,21900000.0000,"Constantia, Cape Town",House,,,,1.0,,2 654 m²,4.0,1.0,,,,,
2326,1.5,3.0,,26 March 2020,108603658,579000.0000,"Lavender Hill, Cape Town",House,,,,,,,1.0,,,,,,
2327,1.0,1.0,67 m²,09 May 2019,107475134,2850000.0000,"14 Darling Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
2328,6.0,6.0,,08 October 2019,106951653,11900000.0000,"Constantia, Cape Town",House,,4.0,,1.0,,1 913 m²,2.0,1.0,,,,,
2329,1.0,1.0,34 m²,04 December 2019,108244423,995000.0000,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,,
2330,2.0,3.0,100 m²,17 January 2020,108332595,2420000.0000,"Plumstead, Cape Town",House,,4.0,1.0,,,354 m²,,1.0,,,,,
2331,3.5,3.0,349 m²,10 September 2019,107924542,12250000.0000,"Foreshore, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,349 m²,,,,,,,
2332,1.0,1.0,45 m²,19 August 2019,107844478,995864.0000,"Plumstead, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2333,3.0,3.0,,11 May 2020,108655672,12950000.0000,"Fresnaye, Cape Town",House,,,1.0,,,,1.0,,,,,,
2334,3.0,4.0,240 m²,05 November 2019,108130986,13750000.0000,"Camps Bay, Cape Town",House,,,,1.0,,,2.0,,,,,,
2335,2.0,2.0,54 m²,30 January 2019,107146167,2795000.0000,"Newlands, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2336,1.0,2.0,,15 February 2019,107206755,2200000.0000,"45 Chapel Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,51 m²,1.0,,,,,,
2337,6.0,11.0,476 m²,05 July 2019,107673963,5500000.0000,"Observatory, Cape Town",House,,,1.0,,,476 m²,,,,,,,
2338,2.0,2.0,,22 November 2019,108207392,4250000.0000,"Sea Point, Cape Town",House,,,1.0,,,178 m²,,,,,,,
2339,1.0,1.0,62 m²,04 April 2019,107370718,3200000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
2340,3.5,4.0,,06 February 2020,108413712,2990000.0000,"Zonnebloem, Cape Town",House,,,1.0,1.0,,213 m²,2.0,,,,1.0,,
2341,3.0,5.0,,01 April 2019,107357560,12995000.0000,"5 Ou Wingerd Road, Constantia, Cape Town",House,,,,1.0,,,2.0,1.0,,,,,
2342,2.0,3.0,,28 February 2020,108513548,1850000.0000,"Kirstenhof, Cape Town",Apartment / Flat,,1.0,,1.0,,,1.0,1.0,,,,,
2343,2.0,3.0,,08 November 2019,108147813,3995000.0000,"Gardens, Cape Town",House,,,,,,146 m²,,,,,1.0,,
2344,1.0,1.0,52 m²,23 March 2020,108598887,1700000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2345,3.0,3.0,,14 January 2020,108315382,7300000.0000,"Higgovale, Cape Town",House,,,1.0,1.0,,254 m²,3.0,,,,,,
2346,1.0,2.0,60 m²,05 November 2019,108132068,1902875.0000,"Observatory, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2347,2.0,3.0,141 m²,16 July 2019,107708311,4500000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,2.0,,,,,,
2348,2.0,2.0,108 m²,09 July 2018,106516856,6890000.0000,"De Waterkant, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,1 672 m²,2.0,,,,,,
2349,1.0,2.0,60 m²,04 March 2020,108531294,699000.0000,"Bishop Lavis, Cape Town",House,,1.0,1.0,,,153 m²,,1.0,,,,,
2350,5.0,5.0,,10 July 2018,106520640,,"Oranjezicht, Cape Town",House,,,,1.0,,1 025 m²,2.0,,,,,,
2351,1.0,1.0,42 m²,15 January 2020,108320758,1678192.0000,"Diep River, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,,
2352,1.0,1.0,57 m²,25 April 2020,108636416,2999999.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,57 m²,,,,,,,
2353,1.0,1.0,35 m²,02 December 2019,108236736,564382.0000,"227 Main Road, Wynberg, Cape Town",Apartment / Flat,,,,,,35 m²,,,,,,,
2354,4.0,6.0,634 m²,10 April 2018,106223989,12900000.0000,"Silvertree Estate, Cape Town",House,,,1.0,1.0,,700 m²,2.0,1.0,,,,,
2355,,,163 m²,09 September 2019,107921551,2650000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2356,1.0,1.0,66 m²,05 March 2020,108537155,1490000.0000,"45 Chapel Street Zonnebloem, Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2357,5.0,6.0,,12 September 2019,105384056,7500000.0000,"18 Belladonna Avenue, Vredehoek, Cape Town",House,,3.0,1.0,,,541 m²,2.0,1.0,,,,,
2358,3.0,6.0,340 m²,11 October 2018,106835876,7000000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,1.0,,,,,,1.0,,
2359,5.0,6.0,,06 November 2019,108136230,3750000.0000,"10 Lady May Street, Rondebosch East, Cape Town",House,,2.0,,,,496 m²,2.0,,,,,,
2360,1.0,2.0,78 m²,02 November 2018,106913107,2300000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2361,2.0,2.0,54 m²,30 January 2019,107146167,2795000.0000,"Newlands, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2362,1.0,6.0,,04 December 2019,108244373,1590000.0000,"Pelican Park, Cape Town",House,,6.0,,,,472 m²,1.0,,,,1.0,,
2363,1.0,2.0,,05 November 2019,108131496,2100000.0000,"Observatory, Cape Town",House,,,,,,128 m²,,1.0,,1.0,,,
2364,3.0,4.0,420 m²,21 February 2020,108475947,11495000.0000,"Constantia, Cape Town",House,,,,,,1 500 m²,2.0,1.0,,,,,
2365,2.0,2.0,83 m²,06 August 2019,107801153,4500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
2366,2.0,3.0,112 m²,08 April 2019,107382913,5650000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2367,1.0,0.5,42 m²,29 October 2018,106895231,1350000.0000,"Salt River, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2368,1.0,2.0,,27 February 2020,108506667,1150000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
2369,1.0,2.0,,27 March 2020,108604078,1850000.0000,"Mowbray, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
2370,1.0,1.0,44 m²,07 November 2019,108140788,1999000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
2371,2.0,3.0,148 m²,24 July 2017,105403748,3950000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,115 m²,,1.0,2.0,,,,
2372,1.5,2.0,90 m²,09 July 2019,107684619,3800000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2373,2.0,2.0,106 m²,05 September 2018,106717439,5400000.0000,"229 Main Road, Three Anchor Bay, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
2374,1.0,2.0,,20 January 2020,108338264,1750000.0000,"Claremont, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2375,2.0,3.0,,26 February 2020,108492603,2600000.0000,"10 Groeneveld Road, Rondebosch Village, Cape Town",Apartment / Flat,,1.0,,,,117 m²,1.0,,,,,,
2376,2.0,3.0,,28 November 2019,108228911,2995000.0000,"Woodstock, Cape Town",House,,,,,,126 m²,,,,,,,
2377,2.0,2.0,73 m²,23 October 2019,108089191,2850000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2378,1.0,1.0,48 m²,07 January 2020,108296229,1595000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2379,2.0,3.0,,05 March 2020,108536418,9750000.0000,"Sea Point, Cape Town",Apartment / Flat,,3.0,1.0,1.0,,,,1.0,,,,,
2380,2.0,3.0,100 m²,08 March 2018,106116935,1595000.0000,"Mountview, Cape Town",House,,4.0,,,,250 m²,1.0,,,,,,
2381,3.0,4.0,,20 March 2017,104950471,5900000.0000,"Kenilworth, Cape Town",House,,,,1.0,,714 m²,,,3.0,,1.0,,
2382,1.0,2.0,83 m²,29 May 2019,107545722,1350000.0000,"Claremont, Cape Town",Apartment / Flat,,,,,,,1.0,1.0,,,,,
2383,1.0,1.0,57 m²,04 September 2018,106713370,1750000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,57 m²,,,,,,,
