,Bathrooms,Bedrooms,Floor Size,Listing Date,Listing Number,Price,Town,Type of Property,Furnished,Parking,Pet Friendly,Pool,No Pets Allowed,Erf Size,Garages,Garden,Secure Parking,Fibre Internet,Flatlet,Satellite Internet,ADSL Internet
2019,1.0,2.0,74 m²,03 December 2019,108238613,1395000.0000,"23 Wellington Avenue, Wynberg, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2020,3.0,5.0,,25 September 2019,106247410,18000000.0000,"Higgovale, Cape Town",House,,,1.0,1.0,,987 m²,3.0,,,,1.0,,
2021,1.0,1.0,41 m²,22 January 2020,108348257,2495000.0000,"104 The Vera, 19 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,,1.0,,,41 m²,1.0,,,1.0,,,
2022,1.0,3.0,67 m²,27 February 2020,108506861,1300000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2023,3.0,2.0,121 m²,12 April 2019,107401538,3995000.0000,"3 Pinewood Road, Rondebosch, Cape Town",Apartment / Flat,,1.0,,,1.0,121 m²,1.0,1.0,,1.0,,,
2024,4.5,4.0,409 m²,28 January 2020,108375003,15500000.0000,"Camps Bay, Cape Town",House,,1.0,,1.0,1.0,,2.0,,,,,,
2025,3.5,4.0,,12 September 2019,107936927,10800000.0000,"Camps Bay, Cape Town",House,,,,1.0,,459 m²,2.0,1.0,,,,,
2026,1.0,2.0,95 m²,07 February 2020,108419387,3350000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2027,2.0,2.0,88 m²,25 November 2019,108211847,2950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2028,2.0,2.0,110 m²,20 January 2020,108338733,2695000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
2029,3.0,4.0,,06 February 2020,108411206,7995000.0000,"Kenilworth Upper, Cape Town",House,,2.0,,,,1 101 m²,2.0,,,,,,
2030,1.0,1.0,43 m²,10 January 2020,108306408,1750000.0000,"64 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2031,2.0,2.0,170 m²,20 November 2019,108199112,21500000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2032,1.0,1.0,43 m²,09 July 2019,107681115,1495000.0000,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2033,2.0,2.0,93 m²,28 July 2019,107758514,3750000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2034,2.0,2.0,70 m²,03 September 2019,107901171,2250000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2035,3.5,3.0,315 m²,06 September 2019,107915908,11500000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,2.0,,,,,,
2036,1.5,3.0,,27 August 2019,107877973,3250000.0000,"Kenwyn, Cape Town",House,,,1.0,,,689 m²,,,,,1.0,,
2037,3.0,3.0,,26 September 2019,107980127,5350000.0000,"Stonehurst Mountain Estate, Cape Town",House,,1.0,,,,300 m²,2.0,1.0,,1.0,,,
2038,1.0,1.0,65 m²,19 October 2018,106868218,2295000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2039,1.0,1.0,86 m²,02 April 2019,107362211,2975000.0000,"Kalk Bay, Cape Town",Apartment / Flat,,,,,,96 m²,,,,,,,
2040,2.0,3.0,178 m²,22 September 2019,107969230,7900000.0000,"Tamboerskloof, Cape Town",Apartment / Flat,,,1.0,,,,2.0,,,,,,
2041,3.0,5.0,250 m²,02 April 2019,107359938,13500000.0000,"Green Point, Cape Town",House,,,1.0,,,690 m²,1.0,1.0,,,,,
2042,3.5,4.0,,12 September 2019,107936927,10800000.0000,"Camps Bay, Cape Town",House,,,,1.0,,459 m²,2.0,1.0,,,,,
2043,2.0,2.0,138 m²,04 June 2018,106402145,4800000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2044,1.0,2.0,72 m²,21 February 2019,107226564,2350000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2045,2.0,4.0,220 m²,20 December 2019,108278425,4195000.0000,"Bergvliet, Cape Town",House,,2.0,,1.0,,1 086 m²,2.0,1.0,,,,,
2046,2.0,2.0,176 m²,02 January 2019,107055543,3450000.0000,"Kalk Bay, Cape Town",Apartment / Flat,,,1.0,,,228 m²,1.0,1.0,,,,,
2047,2.0,2.0,116 m²,22 January 2019,107115921,3200000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,3 637 m²,,,1.0,,,,
2048,1.0,1.0,80 m²,31 July 2019,107769783,2400000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2049,1.0,1.0,55 m²,04 February 2020,108403284,2000000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2050,1.0,1.0,53 m²,28 February 2020,108513450,2480000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2051,2.0,2.0,72 m²,30 April 2019,107448603,3995000.0000,"Mouille Point, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,72 m²,,,,,,,
2052,2.0,3.0,,17 January 2020,108332122,2700000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,,,152 m²,1.0,,,,,,
2053,1.0,1.0,55 m²,02 September 2019,107893396,3295000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2054,2.5,2.0,142 m²,28 November 2019,108225819,7999000.0000,"De Waterkant, Cape Town",Apartment / Flat,,2.0,1.0,1.0,,,,,,,,,
2055,1.0,1.0,63 m²,16 August 2019,105967985,2995000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2056,1.0,1.0,82 m²,18 December 2019,108275331,2395000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,989 m²,,,,,,,
2057,1.0,1.0,,01 April 2020,108609827,2295000.0000,"73 157 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,1.0,,,60 m²,1.0,,,1.0,,,
2058,2.0,3.0,,02 March 2020,108520493,3449000.0000,"Claremont, Cape Town",House,,,,,,500 m²,1.0,1.0,,,,,
2059,2.0,2.0,,28 November 2019,108227193,3800000.0000,"Wynberg Upper, Cape Town",House,,,,1.0,,292 m²,2.0,1.0,,,,,
2060,1.5,3.0,125 m²,28 February 2020,108512775,2000000.0000,"Pinati, Cape Town",House,,1.0,1.0,,,629 m²,1.0,1.0,,,,,
2061,1.0,,,23 June 2020,108792913,1120000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,1.0,,,
2062,1.0,3.0,280 m²,03 July 2020,108828673,969000.0000,"Bishop Lavis, Cape Town",House,,,,,,,1.0,,,,1.0,,
2063,1.0,2.0,86 m²,15 February 2020,108449684,4900000.0000,"Mouille Point, Cape Town",Apartment / Flat,1.0,,1.0,,,86 m²,1.0,,,,,,
2064,1.0,3.0,106 m²,15 October 2019,108057986,1350000.0000,"Muizenberg, Cape Town",House,,2.0,1.0,1.0,,261 m²,1.0,,,,,,
2065,1.0,1.0,67 m²,02 October 2018,106804976,2995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,3 207 m²,1.0,,,,,,
2066,5.0,10.0,,16 October 2017,105705472,3050000.0000,"Kensington, Cape Town",Townhouse,,,,,,397 m²,,,,,,,
2067,1.0,3.0,,07 August 2019,107805378,2995000.0000,"Rondebosch East, Cape Town",House,,3.0,,,1.0,496 m²,1.0,1.0,,,,,
2068,2.0,2.0,66 m²,11 February 2019,105484074,2600000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2069,2.0,3.0,,23 August 2019,107866638,20950000.0000,"Oranjezicht, Cape Town",House,,,1.0,1.0,,942 m²,4.0,,,,,,
2070,5.0,7.0,500 m²,25 October 2018,106887179,18380000.0000,"Llandudno, Cape Town",House,,,,,,1 240 m²,2.0,,,,,,
2071,2.0,3.0,,17 January 2020,108332122,2700000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,,,152 m²,1.0,,,,,,
2072,1.0,2.0,,22 July 2019,107729242,2750000.0000,"40 Constantia Road, Gardens, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
2073,2.0,2.0,91 m²,05 April 2019,107377785,3790000.0000,"46a Main Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2074,1.0,1.0,83 m²,03 February 2020,108395961,2999000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,,,,,,,,,
2075,2.5,3.0,455 m²,10 July 2017,105349325,15000000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2076,1.0,,36 m²,06 March 2020,108541245,995000.0000,"Claremont, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,,,,,,,
2077,1.5,1.0,82 m²,15 December 2019,108269252,6995000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2078,2.0,2.0,163 m²,11 July 2019,107690501,8750000.0000,"Fresnaye, Cape Town",Townhouse,,1.0,1.0,1.0,,,1.0,1.0,,,,,
2079,1.0,2.0,120 m²,10 February 2020,105696959,4995000.0000,"Tamboerskloof, Cape Town",House,,,1.0,,,,1.0,,,,,,
2080,3.5,5.0,320 m²,28 December 2019,108283941,9000000.0000,"6 Chas Booth Avenue, Camps Bay, Cape Town",House,,2.0,1.0,1.0,,848 m²,2.0,1.0,,,,,
2081,1.0,2.0,102 m²,27 February 2020,108506050,2395000.0000,"27c Argyle Street, Woodstock, Cape Town",House,,,1.0,,,169 m²,,,,,,,
2082,1.0,1.0,50 m²,13 February 2020,108443552,1950000.0000,"Green Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
2083,1.0,1.0,33 m²,17 April 2020,108627344,814504.0000,"Pinelands, Cape Town",Apartment / Flat,,1.0,,,1.0,,,1.0,,,,,
2084,1.0,1.0,38 m²,22 April 2020,108633150,1600000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2085,1.0,1.0,67 m²,02 October 2018,106804976,2995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,3 207 m²,1.0,,,,,,
2086,7.5,5.0,781 m²,21 January 2020,108343424,59000000.0000,"Green Point, Cape Town",Apartment / Flat,,4.0,,1.0,1.0,,,,,,1.0,,
2087,1.0,1.0,,17 January 2020,108333819,2250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2088,1.0,1.0,60 m²,27 November 2019,108221088,3400000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,,
2089,1.0,1.0,29 m²,24 January 2020,108363358,459000.0000,"Lotus River, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2090,1.0,,31 m²,09 February 2020,108421482,1595000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2091,1.0,1.0,38 m²,10 February 2020,108424203,895000.0000,"157 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,1.0,,,
2092,1.0,2.0,117 m²,04 March 2019,107261136,5100000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
2093,1.0,2.0,82 m²,17 July 2019,106752123,2990000.0000,"135 Main Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2094,3.0,3.0,,25 June 2019,107637518,14500000.0000,"Steenberg Golf Estate, Cape Town",House,,2.0,1.0,,,1 112 m²,2.0,,,,,,
2095,2.0,2.0,140 m²,15 October 2019,108060366,7900000.0000,"De Waterkant, Cape Town",Townhouse,,,1.0,,,,1.0,,,,,,
2096,4.0,4.0,,04 July 2019,107669350,6200000.0000,"Newlands, Cape Town",Townhouse,,,1.0,,,308 m²,2.0,1.0,1.0,,,,
2097,1.0,2.0,110 m²,13 November 2019,108165928,2278800.0000,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
2098,1.0,1.0,51 m²,24 May 2019,107533437,2932500.0000,"Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,,,
2099,1.0,1.0,,25 November 2019,108215719,2499000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2100,2.0,2.0,80 m²,30 May 2019,107549213,4490000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
2101,2.0,2.0,,10 March 2020,108551374,2395000.0000,"Observatory, Cape Town",House,,,,,,151 m²,,,,,,,
2102,1.0,1.0,41 m²,20 January 2020,108337354,2495000.0000,"102 The Cedar, 6 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,1.0,,41 m²,1.0,,,1.0,,,
2103,1.0,2.0,55 m²,07 January 2020,108293750,1695000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,55 m²,,,,,,,
2104,2.0,2.0,87 m²,05 July 2019,107670920,5950000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
2105,1.0,2.0,67 m²,25 February 2020,108487440,1250000.0000,"39 Alberta Way, Belhar, Cape Town",House,,4.0,1.0,,,305 m²,1.0,,,,,,
2106,2.5,2.0,250 m²,17 October 2018,106857095,9000000.0000,"De Waterkant, Cape Town",Apartment / Flat,,3.0,,1.0,1.0,,,,,,,,
2107,4.0,4.0,,19 June 2019,107617939,19950000.0000,"Fresnaye, Cape Town",House,,,,1.0,,614 m²,5.0,1.0,,,,,
2108,1.0,1.0,38 m²,08 January 2020,108299551,745000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2109,1.0,1.0,36 m²,22 August 2019,107861845,550000.0000,"243 Main Road, Wynberg, Cape Town",Apartment / Flat,,1.0,,,,7 105 m²,,,,,,,
2110,3.5,3.0,,02 October 2019,107999421,6500000.0000,"Stonehurst Mountain Estate, Cape Town",House,,1.0,1.0,1.0,,300 m²,2.0,1.0,,1.0,,,
2111,1.0,2.0,,04 June 2020,108709389,1850000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2112,2.0,3.0,75 m²,14 September 2019,107942971,1500000.0000,"Muizenberg, Cape Town",House,,1.0,1.0,,,200 m²,2.0,1.0,,,,,
2113,2.0,3.0,89 m²,30 May 2019,107551286,2200000.0000,"Kenilworth, Cape Town",Apartment / Flat,,2.0,1.0,,,,,,,,,,
2114,1.0,1.0,49 m²,04 December 2019,108244096,1500000.0000,"Mowbray, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2115,2.0,,71 m²,13 November 2019,108164389,5990000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,,2.0,,,,,,
2116,1.0,,42 m²,03 December 2019,108240596,2000000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
2117,3.0,5.0,,07 May 2020,108650801,1295000.0000,"Ocean View, Cape Town",House,,1.0,,,,497 m²,2.0,1.0,,,,,
2118,1.0,2.0,,25 April 2020,108636577,370000.0000,"Philippi East, Cape Town",House,,1.0,,,,130 m²,,,,,,,
2119,1.0,2.0,87 m²,25 November 2019,108212608,2300000.0000,"Diep River, Cape Town",Apartment / Flat,,,,1.0,,,1.0,1.0,1.0,,,,
2120,5.5,5.0,,05 August 2019,107794345,12950000.0000,"Constantia, Cape Town",House,,4.0,1.0,1.0,,4 081 m²,3.0,,,,1.0,,
2121,4.0,3.0,189 m²,18 September 2019,107955295,14250000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,356 m²,2.0,,,,,,
2122,2.0,2.0,85 m²,02 December 2019,108235881,3495000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
2123,3.0,4.0,,01 October 2019,107993268,,"2 Westray Road, St James, Cape Town",House,,,,,,596 m²,2.0,,,,1.0,,
2124,1.0,2.0,58 m²,25 October 2019,108099508,1499999.0000,"16 Park Mansions, Rondebosch Village, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2125,1.0,1.0,41 m²,02 March 2020,107690997,1585000.0000,"8 Molteno Road, Claremont Upper, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
2126,4.0,4.0,452 m²,24 May 2019,107533171,19995000.0000,"Bishopscourt, Cape Town",House,,4.0,1.0,1.0,,4 161 m²,2.0,1.0,,,,,
2127,,,,10 March 2020,108550025,2700000.0000,"Pelican Heights, Cape Town",House,,,,,,,,,,,,,
2128,1.5,2.0,,26 August 2019,107870948,1350000.0000,"Diep River, Cape Town",House,,,1.0,,,202 m²,,,,,,,
2129,2.5,3.0,102 m²,14 March 2019,107304966,2595000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2130,5.0,5.0,,30 January 2020,108385405,30000000.0000,"Bishopscourt, Cape Town",House,,,,1.0,,5 230 m²,4.0,,,,,,
2131,1.0,2.0,,12 August 2020,108978190,499000.0000,"Pelican Park, Cape Town",House,,,,,,,,,,,,,
2132,2.0,3.0,,25 July 2019,107741216,5300000.0000,"Constantia, Cape Town",House,,,,,,1 721 m²,2.0,1.0,,,,,
2133,2.0,3.0,109 m²,28 March 2019,107348203,3395000.0000,"Higgovale, Cape Town",House,,,1.0,,,,1.0,1.0,,,,,
2134,2.0,2.0,85 m²,26 November 2018,106986704,2950000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,87 m²,2.0,,,,,,
2135,4.0,6.0,,16 May 2019,107501481,10995000.0000,"Oranjezicht, Cape Town",House,,,1.0,,,901 m²,,,,,1.0,,
2136,2.0,3.0,,25 June 2020,108801890,4750000.0000,"Vredehoek, Cape Town",House,,,,,,492 m²,1.0,,,,,,
2137,3.0,3.0,,17 April 2019,107417532,4190000.0000,"Vredehoek, Cape Town",House,,,1.0,1.0,,260 m²,1.0,,,,,,
2138,1.0,2.0,64 m²,27 March 2018,106174850,2278800.0000,"45 Chapel Street, Zonnebloem, Cape Town",Apartment / Flat,,,1.0,,,,,,2.0,,,,
2139,4.0,4.0,530 m²,10 February 2020,108426666,18750000.0000,"Constantia, Cape Town",House,,2.0,,1.0,,4 021 m²,2.0,1.0,,,,,
2140,2.0,11.0,220 m²,17 October 2019,108065605,4500000.0000,"Woodstock, Cape Town",House,,2.0,,,,,,,,,,,
2141,1.0,4.0,95 m²,27 June 2019,107647180,1495000.0000,"Salt River, Cape Town",House,,,,,1.0,95 m²,,,,,,,1.0
2142,1.0,0.5,42 m²,19 May 2020,108671467,1350000.0000,"Gardens, Cape Town",Apartment / Flat,,,,1.0,,9 280 m²,,,,,,,
2143,1.0,1.0,35 m²,27 November 2019,106596940,2350000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2144,1.0,2.0,73 m²,24 December 2019,108282019,2950000.0000,"1 Ravenscraig Road, Green Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2145,1.0,1.0,55 m²,05 November 2018,106917317,1950000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,1.0,,,,,,
2146,1.5,2.0,90 m²,24 June 2019,107632609,3200000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2147,1.0,1.0,55 m²,12 March 2019,107292827,2250000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,,,,,,,,
2148,6.5,5.0,355 m²,24 December 2018,107051366,26900000.0000,"Fresnaye, Cape Town",House,,,1.0,1.0,,445 m²,2.0,,,,,,
2149,2.0,5.0,,05 December 2019,108248500,6900000.0000,"Schaap Kraal, Cape Town",House,,,1.0,,,16 199 m²,2.0,,,,1.0,,
2150,2.5,3.0,102 m²,14 March 2019,107304966,2595000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2151,2.5,5.0,353 m²,18 February 2020,108459585,6750000.0000,"Kenilworth Upper, Cape Town",House,,2.0,1.0,,,1 309 m²,2.0,1.0,,,1.0,,
2152,1.0,1.0,69 m²,17 January 2019,107095064,1950000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2153,4.0,4.0,,14 January 2019,107082092,10900000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,2 324 m²,3.0,1.0,,,1.0,,
2154,1.0,0.5,43 m²,27 November 2019,108221217,1590000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2155,1.0,2.0,90 m²,09 July 2019,107684925,3200000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2156,3.0,3.0,,01 August 2019,107775306,1795000.0000,"67 Fisherman's Village, Sunrise Boulevard., Muizenberg, Cape Town",House,,,,,,125 m²,,1.0,,1.0,,,
2157,3.0,4.0,137 m²,05 August 2019,107794894,10000000.0000,"80 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
2158,3.0,7.0,263 m²,25 June 2019,107637984,3400000.0000,"Claremont, Cape Town",House,,7.0,1.0,,,497 m²,,,,,1.0,,
2159,2.0,2.0,80 m²,25 June 2019,107637842,3100000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,1.0,,,,,1.0,,,,
2160,1.0,1.0,94 m²,02 January 2019,107055097,3500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,94 m²,,,,,,,
2161,2.0,3.0,,12 February 2019,107189944,5995000.0000,"Higgovale, Cape Town",House,,1.0,,,,347 m²,1.0,1.0,,,,,
2162,7.0,6.0,900 m²,25 November 2019,108211514,42000000.0000,"Camps Bay, Cape Town",House,,,,1.0,,685 m²,7.0,1.0,4.0,,,,
2163,3.0,3.0,,01 March 2019,107255790,3950000.0000,"36a Durban Road, Wynberg Upper, Cape Town",House,,,1.0,1.0,,321 m²,2.0,,,,,,
2164,2.0,3.0,106 m²,04 July 2019,107668881,3995000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2165,1.5,2.0,90 m²,24 June 2019,107632609,3200000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2166,1.0,,,30 January 2020,108384408,950000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,33 m²,,,,,,,
2167,1.0,2.0,,11 October 2019,108046110,1200000.0000,"90 Sussex Road, Wynberg, Cape Town",House,,,,,,145 m²,,1.0,,,,,
2168,2.0,2.0,,06 March 2020,108541691,8250000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,1.0,1.0,,,,1.0,,,,,
2169,1.0,1.0,75 m²,03 March 2020,108523930,1495000.0000,"Rondebosch Village, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2170,3.5,3.0,224 m²,26 November 2018,106986250,4456521.0000,"Kirstenhof, Cape Town",House,,,1.0,1.0,,360 m²,2.0,1.0,,,,,
2171,3.0,7.0,263 m²,25 June 2019,107637984,3400000.0000,"Claremont, Cape Town",House,,7.0,1.0,,,497 m²,,,,,1.0,,
2172,1.0,1.0,54 m²,28 October 2019,108101845,1595000.0000,"19 Anton Anreith Arcade, Foreshore, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2173,2.5,2.0,199 m²,25 October 2019,108099265,6995000.0000,"De Waterkant, Cape Town",Apartment / Flat,,2.0,1.0,1.0,,,,,,,,,
2174,4.0,4.0,,14 February 2018,106039600,10200000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,1 596 m²,2.0,1.0,,,1.0,,
2175,5.0,4.0,,30 August 2019,107889631,6200000.0000,"Newlands, Cape Town",House,,,1.0,1.0,,873 m²,3.0,1.0,,,,,
2176,1.5,1.0,108 m²,03 July 2018,106500217,3450000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,108 m²,2.0,,,,,,
2177,1.0,2.0,55 m²,17 January 2020,108334526,700000.0000,"3 Station Road, Maitland, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2178,4.5,7.0,,02 April 2015,102766784,19900000.0000,"Constantia, Cape Town",House,,4.0,1.0,1.0,,3 827 m²,4.0,1.0,,,,,
2179,1.0,2.0,,08 May 2020,108652862,4995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2180,3.5,4.0,455 m²,03 June 2017,105213007,15000000.0000,"Camps Bay, Cape Town",House,1.0,2.0,,1.0,1.0,,2.0,,,,,,
2181,3.0,3.0,,11 November 2019,108153055,1980000.0000,"Surrey Estate, Cape Town",House,,,,,,459 m²,1.0,,,,,,
2182,3.5,4.0,,07 March 2018,106111127,13950000.0000,"Camps Bay, Cape Town",House,,,,1.0,1.0,1 070 m²,2.0,,,,1.0,,
2183,3.5,4.0,,13 December 2019,108268439,30000000.0000,"Camps Bay, Cape Town",House,,2.0,1.0,1.0,,,1.0,1.0,,,,,
2184,2.0,2.0,105 m²,16 August 2019,107836112,2495000.0000,"Riverstone Mews, Wynberg Upper, Cape Town",House,,2.0,1.0,,,,,,,,,,
2185,4.0,4.0,557 m²,10 December 2018,107027127,19000000.0000,"Camps Bay, Cape Town",Townhouse,,2.0,,,1.0,,2.0,,,,,,
2186,2.0,2.0,69 m²,17 November 2017,105814060,3219000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
2187,1.0,2.0,50 m²,21 November 2019,108204198,670000.0000,"Maitland, Cape Town",Apartment / Flat,,1.0,,,1.0,50 m²,1.0,,,,,,
2188,5.0,6.0,,08 February 2018,103827279,12900000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,1 903 m²,1.0,1.0,,,,,
2189,4.0,4.0,,14 August 2018,106638068,10500000.0000,"Constantia, Cape Town",House,,1.0,1.0,1.0,,2 843 m²,2.0,1.0,,,,,
2190,4.0,4.0,,14 February 2020,108445769,21500000.0000,"Steenberg Golf Estate, Cape Town",House,,1.0,,1.0,,829 m²,2.0,1.0,,,,,
2191,1.0,0.5,40 m²,19 September 2019,107963020,1995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2192,1.0,2.0,,22 January 2020,108348245,1995500.0000,"Walmer Estate, Cape Town",House,,2.0,1.0,,,128 m²,,,,,,,
2193,3.5,4.0,,24 May 2019,107531723,14995000.0000,"13 Roderick Way, Constantia, Cape Town",House,,,,,,4 164 m²,3.0,1.0,,,,,
2194,5.0,9.0,,21 February 2020,108473832,5000000.0000,"Observatory, Cape Town",House,,,1.0,,,298 m²,,,,,,,
2195,2.5,4.0,276 m²,20 June 2019,107620163,3200000.0000,"Claremont, Cape Town",Townhouse,,,1.0,1.0,,,,1.0,3.0,,,,
2196,2.0,2.0,65 m²,15 January 2019,107086521,1799950.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
2197,1.0,1.0,,10 February 2020,108424018,1450000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,47 m²,,,,,,,
2198,2.0,2.0,88 m²,08 April 2019,105030076,4500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
2199,2.0,2.0,57 m²,31 July 2019,107767674,2130000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,63 m²,,,,,,,
