,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
1912,2.0,2.0,193 m²,70 m²,1.0,21 August 2020,109016222,,1195000.0000,"17 Ospray Crescent, Muizenberg, Cape Town",House,1.0,1.0,2.0,,,,,,,,
1913,1.5,2.0,309 m²,,,07 September 2020,109076343,,950000.0000,"Pelican Park, Cape Town",House,,,,,,,,,,,
1914,1.0,1.0,66 m²,66 m²,,27 July 2020,108917798,,2700000.0000,"46 Chiapinni, De Waterkant, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1915,3.0,3.0,166 m²,,,13 September 2020,109111650,1.0,5450000.0000,"Tamboerskloof, Cape Town",House,1.0,1.0,,,,,,,,,
1916,2.0,3.0,330 m²,,,04 September 2020,109067787,,4900000.0000,"Newlands, Cape Town",House,,,,2.0,,,,,,,
1917,1.0,4.0,991 m²,503 m²,,14 September 2020,109116404,,970000.0000,"Adriaanse, Cape Town",House,1.0,,,3.0,,,,,,,
1918,2.0,2.0,,,,11 September 2020,109108026,,3900000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1919,2.0,3.0,370 m²,270 m²,2.0,15 July 2020,108872306,,3950000.0000,"33 University Drive, Pinelands, Cape Town",House,,,,,,,,,,,
1920,1.0,2.0,76 m²,50 m²,,30 June 2020,108816332,1.0,1350000.0000,"92 Kenilworth Village, Kenilworth, Cape Town",Townhouse,1.0,1.0,,1.0,,,,,,,
1921,1.0,2.0,,,1.0,18 September 2020,109135131,,1795000.0000,"Newlands, Cape Town",Apartment / Flat,,,,,,,,,,,
1922,4.0,4.0,1 627 m²,530 m²,4.0,14 July 2020,108867752,1.0,13995000.0000,"2 Loquat Walk, Constantia, Cape Town",House,,1.0,,2.0,,,,,,,
1923,1.0,1.0,,64 m²,,21 August 2020,109017590,,2750000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
1924,2.5,2.0,,137 m²,2.0,24 August 2020,109022345,1.0,4990000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,,,,,,,,,
1925,3.5,3.0,,324 m²,,18 June 2020,108774059,,8950000.0000,"7 Calais Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,1.0,,,
1926,1.0,1.0,,43 m²,,24 July 2020,108910727,,1745000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1927,1.0,2.0,147 m²,82 m²,,02 July 2020,108826504,1.0,2150000.0000,"Observatory, Cape Town",House,1.0,,,,,,,,,1.0,
1928,1.0,1.0,,50 m²,,02 September 2020,109059270,1.0,2650000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,1.0,,1.0,,,,,
1929,2.0,2.0,,72 m²,,26 August 2020,109034938,,3250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1930,2.5,2.0,,90 m²,2.0,20 August 2020,109011431,,2695000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1931,3.0,5.0,539 m²,181 m²,,21 August 2020,109012502,1.0,3950000.0000,"20 Wessels Road, Kenilworth, Cape Town",House,1.0,,,2.0,,,,1.0,1.0,,
1932,1.0,2.0,163 m²,80 m²,,05 August 2020,108955445,1.0,1700000.0000,"Harfield Village, Cape Town",House,,,2.0,,,,,,,,
1933,1.0,1.0,988 m²,82 m²,,26 August 2020,109031110,,2195000.0000,"Foreshore, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
1934,1.0,1.0,,62 m²,,20 August 2020,109012416,,1350000.0000,"Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1935,1.0,1.0,,64 m²,,03 August 2020,108944518,,2650000.0000,"6 Rose Street, De Waterkant, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1936,4.5,4.0,,370 m²,2.0,03 August 2020,108942583,1.0,11900000.0000,"Sea Point, Cape Town",Townhouse,,1.0,,,,,,,,,
1937,1.0,2.0,,87 m²,,19 August 2020,109008004,1.0,1495000.0000,"Kenilworth, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
1938,1.0,1.0,,43 m²,1.0,08 September 2020,109088218,1.0,1300000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1939,3.0,3.0,749 m²,,2.0,27 July 2020,108918363,1.0,4950000.0000,"6 Carl Street, Bo Kaap, Cape Town",House,1.0,,,,,1.0,1.0,,,,
1940,1.0,1.0,,73 m²,1.0,08 September 2020,109090825,,1495000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,,,,,,,,
1941,3.0,2.0,102 m²,121 m²,,06 August 2020,108959011,,3895000.0000,"57 Upper Mill Road, Gardens, Gardens, Cape Town",House,,,,,,,,,,,
1942,2.0,2.0,,96 m²,1.0,13 July 2020,108863164,1.0,2490000.0000,"15a Pollsmoor Road, Kirstenhof, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,
1943,1.0,1.0,,48 m²,1.0,27 August 2020,109037555,,3395000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1944,6.0,5.0,727 m²,600 m²,2.0,20 August 2020,109012185,,9000000.0000,"Kenilworth, Cape Town",House,1.0,1.0,,,,,,,,,
1945,1.0,3.0,243 m²,83 m²,,04 September 2020,109066682,,2195000.0000,"Plumstead, Cape Town",House,,,,,,,,,,,
1946,2.0,2.0,,75 m²,2.0,27 August 2020,109039882,,4200000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1947,1.5,3.0,215 m²,159 m²,2.0,13 July 2020,108864034,1.0,5995000.0000,"6 Oaktree Road, Vredehoek, Cape Town",House,1.0,,,,,,,,,,
1948,4.5,4.0,654 m²,515 m²,3.0,03 September 2020,109062446,,9950000.0000,"Silvertree Estate, Cape Town",House,1.0,1.0,,1.0,,,,,,,
1949,3.0,5.0,838 m²,,,14 August 2020,108987271,,4700000.0000,"19 Alphen Way, Bergvliet, Cape Town",House,1.0,,6.0,,,,,,,,
1950,3.0,3.0,,277 m²,,06 August 2020,108960397,,26000000.0000,"Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1951,1.0,1.0,,53 m²,,24 June 2020,108795899,,1780000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1952,1.0,2.0,,63 m²,1.0,03 September 2020,109061001,,1245000.0000,"Ottery, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1953,2.5,3.0,,140 m²,2.0,14 July 2020,108866063,1.0,1975000.0000,"2 Vine Rd, Diep River, Cape Town",Townhouse,1.0,,,,,,,1.0,,,
1954,4.0,4.0,493 m²,350 m²,2.0,08 July 2020,108845726,,10800000.0000,"5 Shamrock Street, Newlands, Cape Town",House,1.0,1.0,,2.0,,,1.0,1.0,,,
1955,2.0,3.0,557 m²,237 m²,2.0,16 July 2020,108880112,1.0,3500000.0000,"10 Tiller Arm Way, Marina Da Gama, Cape Town",House,1.0,1.0,,,,,,,,,
1956,1.0,2.0,542 m²,,1.0,01 September 2020,109053187,,1950000.0000,"3 Schooner Close, Lakeside, Cape Town",House,1.0,,,2.0,,,,1.0,,,
1957,1.0,3.0,150 m²,100 m²,,27 August 2020,109037870,,2350000.0000,"Observatory, Cape Town",House,,,,,,,,,,,
1958,1.0,1.0,,51 m²,,20 August 2020,109010244,,1695000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
1959,2.0,3.0,1 106 m²,,3.0,09 September 2020,109094598,,4999000.0000,"Constantia, Cape Town",House,1.0,1.0,2.0,,,,,,,,
1960,5.0,3.0,347 m²,300 m²,2.0,04 September 2020,109067051,,6750000.0000,"Stonehurst Mountain Estate, Cape Town",House,1.0,,,2.0,,,,1.0,,,
1961,1.0,1.0,,48 m²,,14 July 2020,107588554,,2650000.0000,"20 Riebeek, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1962,1.0,4.0,140 m²,94 m²,,28 August 2020,109041769,1.0,1099999.0000,"Woodstock, Cape Town",House,,,,,,,,,,,
1963,2.0,3.0,300 m²,200 m²,2.0,25 August 2020,109030146,,6250000.0000,"Three Anchor Bay, Cape Town",House,,,,,,,,,,,
1964,1.5,3.0,538 m²,110 m²,2.0,07 September 2020,109074664,,1850000.0000,"Lansdowne, Cape Town",House,,,1.0,,,,,,,,
1965,2.0,2.0,,114 m²,,02 July 2020,108822549,,3995000.0000,"58 Vredehoek Avenue, Vredehoek, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1966,1.0,2.0,,73 m²,,21 June 2020,108782863,,1550000.0000,"2 Ss Centreville, 22 Constitution, Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1967,1.0,2.0,117 m²,56 m²,,17 June 2020,108770760,1.0,1250000.0000,"61 Baldur Close, Thornton, Cape Town",Townhouse,,,,,,,,,,,
1968,1.0,1.0,43 m²,43 m²,,14 July 2020,108870030,,1500000.0000,"66 On Keerom, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,
1969,2.0,5.0,320 m²,170 m²,,14 September 2020,109113703,,2950000.0000,"Mowbray, Cape Town",House,1.0,,,1.0,,,,,,,
1970,1.0,0.5,,31 m²,,04 August 2020,108946808,,1300000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
1971,2.5,2.0,,108 m²,,28 August 2020,109040007,1.0,8400000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
1972,4.0,3.0,,,1.0,14 September 2020,109115090,,12500000.0000,"Camps Bay, Cape Town",Townhouse,1.0,1.0,,,,,,,,,
1973,2.0,3.0,495 m²,,,21 September 2020,109144575,,2250000.0000,"Lansdowne, Cape Town",House,,,,2.0,,,,1.0,,,
1974,2.0,2.0,,166 m²,2.0,18 August 2020,109002740,1.0,8750000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1975,1.0,1.0,3 211 m²,40 m²,1.0,27 July 2020,108918666,,2195000.0000,"20-22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1976,1.0,2.0,,45 m²,,17 July 2020,108883785,,849000.0000,"14 Sunrise Boulevard, Muizenberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1977,5.0,5.0,857 m²,360 m²,2.0,18 August 2020,108976780,,12595000.0000,"Bishopscourt Village, Cape Town",House,1.0,1.0,,5.0,,,,1.0,1.0,,
1978,1.0,2.0,,239 m²,,06 August 2020,108957712,,5500000.0000,"4 Hofmeyr Street, Gardens, Cape Town",House,1.0,,,,,,,,,,
1979,1.0,2.0,,65 m²,,23 July 2020,108903680,,1475000.0000,"Unit 14 Two On Lincoln, 2 Lincoln Road, Claremont, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
1980,2.0,2.0,,87 m²,,14 August 2020,108989117,,5330000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1981,2.0,3.0,,95 m²,1.0,19 August 2020,109007144,,2295000.0000,"Lakeside, Cape Town",Townhouse,1.0,,2.0,,,,,,,,
1982,2.5,3.0,182 m²,,1.0,04 September 2020,109068641,,3700000.0000,"Observatory, Cape Town",House,1.0,,,1.0,,,,,,,
1983,1.0,2.0,,96 m²,1.0,14 July 2020,108867410,,2950000.0000,"8 Hopeville Street, Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,
1984,1.0,2.0,,,,14 September 2020,109112857,,350000.0000,"Philippi East, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1985,1.0,2.0,162 m²,110 m²,1.0,19 August 2020,109005501,,1750000.0000,"Kenilworth, Cape Town",House,1.0,,,1.0,,,,,,,
1986,1.0,1.0,,60 m²,,29 August 2020,109044348,,1895000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
1987,1.0,1.0,,55 m²,,11 July 2020,108860517,1.0,1850000.0000,"The Eden, 14 Trill Rd, Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,
1988,1.0,2.0,,76 m²,,19 August 2020,109003471,,1625000.0000,"7 Riverstone Road, Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,1.0,,
1989,5.0,6.0,2 026 m²,550 m²,2.0,27 July 2020,108918563,,10500000.0000,"6 Le Sueur Avenue, Constantia, Cape Town",House,,,,,,,,,,,
1990,4.5,4.0,1 154 m²,319 m²,,23 July 2020,108903859,,9450000.0000,"37 Talana Road, Claremont Upper, Cape Town",House,,,,2.0,,,,,,,
1991,2.0,2.0,,89 m²,,20 July 2020,108890000,,2595000.0000,"24 Wale Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1992,1.0,1.0,3 418 m²,45 m²,1.0,20 July 2020,108889892,,2290000.0000,"117 Strand, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,
1993,2.0,4.0,,162 m²,,21 August 2020,109017182,,6795000.0000,"Kenilworth Upper, Cape Town",Apartment / Flat,,,,3.0,,,,,,,
1994,1.0,2.0,200 m²,,1.0,13 August 2020,108982589,,1399000.0000,"42 Seagull Crescent, Costa Da Gama, Cape Town",House,,,,,,,,,,,
1995,2.0,2.0,,81 m²,,08 September 2020,109090383,,4025000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1996,1.0,1.0,,48 m²,,28 July 2020,108923904,,1200000.0000,"Urban Spin, 1 Alnwick Rd, Plumstead, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1997,2.0,3.0,,,1.0,13 September 2020,109111016,,1950000.0000,"Surrey Estate, Cape Town",House,,,,1.0,,,,,,,
1998,2.0,2.0,,82 m²,1.0,20 August 2020,109009379,,2595000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1999,3.5,3.0,,248 m²,2.0,15 July 2020,108874451,,25500000.0000,"4 Infinity, 43 Victoria Road, Bakoven, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2000,2.0,3.0,,99 m²,1.0,24 August 2020,109023718,,5100000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
2001,6.0,4.0,561 m²,365 m²,2.0,25 August 2020,109028572,1.0,8200000.0000,"Corner 196 Upper Buitenkant and Flower Streets Oranjesight, Oranjezicht, Cape Town",House,1.0,,,,,,1.0,1.0,1.0,,
2002,7.0,7.0,484 m²,,1.0,07 September 2020,109075255,,12000000.0000,"Oranjezicht, Cape Town",House,,,,,,,,,,,
2003,1.0,1.0,,,,15 September 2020,109122080,,1750000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2004,5.0,5.0,583 m²,287 m²,1.0,18 August 2020,108999183,,9900000.0000,"Newlands, Cape Town",House,1.0,1.0,,3.0,,,1.0,,,,
2005,2.0,4.0,1 182 m²,171 m²,2.0,01 September 2020,109054511,,15500000.0000,"Llandudno, Cape Town",House,,,,,,,,,,,
2006,2.0,6.0,310 m²,189 m²,,14 July 2020,108870682,1.0,2695000.0000,"4 Lynton Road, Observatory, Cape Town",House,1.0,,,,,,,,,1.0,
2007,4.5,5.0,595 m²,,2.0,03 July 2020,108829543,,18995000.0000,"24 Roseberry Avenue, Oranjezicht, Cape Town",House,1.0,1.0,,,,,,,,,
2008,2.0,2.0,,104 m²,,13 August 2020,108981777,,4750000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
2009,2.5,3.0,198 m²,,1.0,08 September 2020,109090857,,5950000.0000,"31 Grimsby Road Three Anchor Bay, Three Anchor Bay, Cape Town",House,,1.0,,,,,,1.0,,,
2010,2.0,3.0,615 m²,,1.0,17 September 2020,109131681,,2695000.0000,"Plumstead, Cape Town",House,,1.0,,4.0,,,,,,,
2011,1.0,2.0,,45 m²,,02 September 2020,109057574,,750000.0000,"Belhar, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
2012,1.0,2.0,,71 m²,,20 August 2020,109010693,,5295000.0000,"9 Horizons Glengariff Road Three Anchor Bay, Three Anchor Bay, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2013,2.5,2.0,150 m²,180 m²,,24 August 2020,106797579,1.0,7500000.0000,"Green Point, Cape Town",House,,,,,,,,,,,
2014,1.0,0.5,38 m²,,,31 August 2020,106472113,,1690000.0000,"8 Adderley Street 50/50, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
2015,1.0,1.0,,44 m²,,13 August 2020,108983850,,1450000.0000,"Kenilworth Upper, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
2016,3.5,4.0,407 m²,270 m²,3.0,17 August 2020,108997845,1.0,7250000.0000,"Claremont Upper, Cape Town",House,1.0,,,,,,,,,,
2017,2.0,3.0,481 m²,,5.0,27 August 2020,109038955,1.0,2600000.0000,"Surrey Estate, Cape Town",House,,,,2.0,,,1.0,,,,
2018,5.0,6.0,1 428 m²,,2.0,28 August 2020,109041908,,6850000.0000,"Pinelands, Cape Town",House,1.0,1.0,,8.0,,,,,,,
2019,2.0,2.0,,107 m²,,04 September 2020,105822021,,5495000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
2020,2.0,3.0,518 m²,,,17 September 2020,109129320,,2995000.0000,"Plumstead, Cape Town",House,1.0,,,2.0,,,1.0,1.0,,,
2021,1.0,1.0,,87 m²,1.0,11 September 2020,109107592,,4350000.0000,"17 Dixon Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,
2022,1.0,0.5,,,,13 August 2020,108982904,,595000.0000,"21 Highgate Street, Maitland, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2023,1.0,3.0,230 m²,,,11 September 2020,109108073,,1700000.0000,"Mowbray, Cape Town",House,,,,,,,,,,,
2024,1.0,1.0,,57 m²,,10 July 2020,108843510,1.0,1200000.0000,"Kenilworth Executive Apartments, 306 Main Rd Wynberg, Kenilworth, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
2025,2.5,3.0,200 m²,140 m²,,25 August 2020,109026946,1.0,8299000.0000,"Fresnaye, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2026,3.0,3.0,,211 m²,,10 June 2020,108728251,,19900000.0000,"1 On Brompton 11 Portman Road, Bantry Bay, Cape Town",Apartment / Flat,,1.0,,2.0,,,,1.0,,,
2027,3.0,3.0,448.9 m²,356 m²,2.0,21 September 2020,109142694,,12750000.0000,"Constantia, Cape Town",House,1.0,,,,,,,,,,
2028,2.0,3.0,,95 m²,1.0,18 August 2020,109002540,,2295000.0000,"Lakeside, Cape Town",Townhouse,1.0,,,2.0,,,,,,,
2029,,2.0,64 m²,64 m²,,21 August 2020,109016400,,2250000.0000,"240 Sir Lowry Road, Woodstock, Woodstock, Cape Town",Apartment / Flat,,,,2.0,1.0,,,1.0,,,
2030,3.0,4.0,1 426 m²,500 m²,2.0,18 August 2020,106250261,1.0,9950000.0000,"Constantia, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2031,2.0,3.0,,,1.0,16 September 2020,109124909,,2599000.0000,"Surrey Estate, Cape Town",House,,,,,,,,,,,
2032,2.5,3.0,833 m²,,2.0,27 August 2020,109037460,,3595000.0000,"4 Windhover, Kirstenhof, Cape Town",House,,1.0,,,,,,,,,
2033,3.0,4.0,748 m²,175 m²,3.0,20 January 2020,108341077,1.0,3595000.0000,"2 Ullswater Road, Pinelands, Cape Town",House,,,,,,,1.0,,,,
2034,2.0,6.0,276 m²,,2.0,08 September 2020,109092696,,1800000.0000,"Lotus River, Cape Town",House,,,,1.0,,,,,,,
2035,1.0,2.0,,110 m²,,04 August 2020,108950066,1.0,3495000.0000,"4 Seymour Views, 15 Seymour Avenue, Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2036,1.0,2.0,,74 m²,1.0,18 August 2020,107464416,1.0,2200000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2037,1.0,1.0,51 m²,51 m²,,19 August 2020,109006519,1.0,1690000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,1.0,,1.0,,,
2038,2.0,4.0,501 m²,,,26 August 2020,109034060,,9250000.0000,"Bantry Bay, Cape Town",House,,1.0,,2.0,,,,,,,
2039,3.0,3.0,457 m²,,,08 September 2020,109088832,1.0,6300000.0000,"Bishopscourt Village, Cape Town",House,1.0,1.0,1.0,,,,,,,,
2040,3.5,4.0,1 303 m²,520 m²,2.0,18 August 2020,108998804,,12400000.0000,"Constantia, Cape Town",House,1.0,1.0,,,,,,,,,
2041,1.0,1.0,,58 m²,,27 August 2020,109035437,1.0,3700000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2042,2.0,3.0,,139 m²,2.0,14 September 2020,109111820,,1670000.0000,"Marina Da Gama, Cape Town",House,1.0,,,1.0,,,,,,,
2043,4.0,4.0,991 m²,551 m²,3.0,19 June 2020,104971419,1.0,27500000.0000,"6 Sandy Bay Road, Llandudno, Cape Town",House,1.0,1.0,,,,,,,,,
2044,1.0,,,60 m²,,14 August 2020,108989990,,675000.0000,"G02 Perth Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2045,2.0,5.0,,312 m²,,30 July 2020,108930687,,930000.0000,"125 Wolwedans Crescent, Belhar, Cape Town",House,,,,2.0,,,,,,,
2046,3.0,3.0,378 m²,184 m²,1.0,18 August 2020,108999494,1.0,7950000.0000,"Green Point, Cape Town",House,1.0,1.0,,,,,,,,,
2047,1.0,3.0,205 m²,,2.0,22 July 2020,108902167,,3395000.0000,"6 Upper Chamberlain Street, Woodstock, Cape Town",House,1.0,,,,,,,1.0,,,
2048,5.0,4.0,849 m²,750 m²,2.0,08 August 2020,108966842,,60000000.0000,"Bantry Bay, Cape Town",House,,1.0,,,,,,,,,
2049,2.0,2.0,,146 m²,,11 July 2020,108860016,,5199000.0000,"1 Dockrail Street, Foreshore, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
2050,2.0,2.0,,116 m²,2.0,17 August 2020,107617812,,4950000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
2051,1.0,1.0,,40 m²,,19 May 2020,108672577,,2195000.0000,"172 Ocean View Drive, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2052,1.0,1.0,,78 m²,,17 August 2020,108996696,,1985000.0000,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
2053,1.0,0.5,,44 m²,1.0,13 July 2020,108863652,,1995000.0000,"22 Leuwen Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
2054,6.5,5.0,,,6.0,31 August 2020,109049961,,49500000.0000,"Camps Bay, Cape Town",House,,1.0,,,,,,,,,
2055,7.5,6.0,2 573 m²,600 m²,2.0,23 July 2020,108903298,,15950000.0000,"26 Klein Constantia, Constantia, Cape Town",House,1.0,1.0,10.0,,,,,,,,
2056,2.0,2.0,,131 m²,1.0,11 September 2020,109107644,,6550000.0000,"17 Dixon Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,
2057,3.0,4.0,1 427 m²,400 m²,2.0,19 June 2020,108779885,,19900000.0000,"41 Atholl Road, Camps Bay, Cape Town",House,,,,4.0,,,,,,,
2058,2.0,2.0,,107 m²,,04 September 2020,105822021,,5495000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
2059,2.5,2.0,270 m²,160 m²,,05 February 2019,107163520,1.0,13995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2060,4.0,4.0,979 m²,,2.0,26 August 2020,109030793,,4450000.0000,"Pinelands, Cape Town",House,1.0,1.0,,,,,,,,,
2061,2.0,2.0,,72 m²,,17 August 2020,108995313,,3700000.0000,"3 Malloom, Kalk Bay, Cape Town",Apartment / Flat,,,,,,,,,,,
2062,1.0,2.0,69 m²,69 m²,,13 July 2020,108862531,,1700000.0000,"19 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
2063,2.0,4.0,,762 m²,,24 July 2020,108911846,,2600000.0000,"5 Lente Road, Sybrand Park, Cape Town",House,,,,6.0,,,,,,,
2064,1.0,3.0,500 m²,,2.0,15 September 2020,109122321,1.0,1545000.0000,"Lotus River, Cape Town",House,,,,,,,,,,,
2065,1.0,1.0,,,,11 August 2020,108971114,,1095000.0000,"601 The Oaks, 1a Oak Avenue, Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2066,1.0,3.0,831 m²,155 m²,1.0,20 August 2020,109011072,,2500000.0000,"Bergvliet, Cape Town",House,1.0,,2.0,,,,,,,,
2067,3.0,3.0,174 m²,,,17 July 2020,108883164,,2900000.0000,"3 Luton Road, Vredehoek, Cape Town",House,,,,,,,,,,,
2068,3.0,4.0,1 126 m²,220 m²,3.0,31 July 2020,108934808,,2940000.0000,"4 Thibault Road, Marina Da Gama, Cape Town",House,1.0,1.0,1.0,,,,,,,,
2069,2.0,2.0,,66 m²,,29 July 2020,108928551,,2000000.0000,"20 Haldane, Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
2070,2.0,4.0,3 834 m²,339 m²,3.0,22 July 2020,108899410,,18000000.0000,"29 Fernwood Avenue, Newlands, Cape Town",House,1.0,1.0,,1.0,,,,,,,
2071,1.0,2.0,,87 m²,,28 July 2020,108922261,,1195000.0000,"10 Ilsma Court, 55 Mile End Road, Diep River, Cape Town",Apartment / Flat,,,,,,,,,,,
2072,2.0,6.0,496 m²,,3.0,17 September 2020,109131094,1.0,2350000.0000,"Penlyn Estate, Cape Town",House,,1.0,,1.0,,,1.0,,,,
2073,5.0,5.0,430 m²,410 m²,,03 August 2020,108941400,1.0,9290000.0000,"Oranjezicht, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2074,3.5,3.0,,254 m²,2.0,31 August 2020,109048925,,11995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
2075,1.0,1.0,,55 m²,,31 August 2020,109046964,,1312571.0000,"Plumstead, Cape Town",House,1.0,,,,1.0,,,,,,
2076,1.0,1.0,,38 m²,,02 September 2020,109059357,1.0,2250000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,1.0,,1.0,,,,,
2077,2.5,4.0,,,2.0,15 September 2020,109119710,,4499000.0000,"Tokai, Cape Town",House,,,,4.0,,,,,,,
2078,2.0,3.0,366 m²,113 m²,2.0,25 August 2020,109026164,1.0,2645000.0000,"54 Rosmead Avenue, Kenilworth, Cape Town",House,1.0,,,,,,,,,,
2079,1.5,3.0,,,,16 September 2020,109124218,,2500000.0000,"Sea Point, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,
2080,2.0,2.0,,141 m²,,10 July 2020,108856907,,4750000.0000,"1 Dockrail Street, Foreshore, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
2081,1.0,0.5,,47 m²,,20 August 2020,109009207,1.0,1750000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2082,2.0,2.0,,61 m²,1.0,19 August 2020,109005357,,2450000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,
2083,3.0,3.0,103 m²,,,10 August 2020,108968323,,2395000.0000,"13 Trill Road, Observatory, Cape Town",House,,,,,,,,1.0,,,
