,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
2084,3.0,3.0,152 m²,152 m²,3.0,21 July 2020,108896885,,7450000.0000,"11 Cambridge Street, Walmer Estate, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,
2085,1.0,2.0,,103 m²,,17 August 2020,108994073,,1690000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
2086,1.0,2.0,,,,05 August 2020,108954475,,895000.0000,"Coral Sands, Muizenberg, Cape Town",Apartment / Flat,1.0,,,2.0,,,,1.0,,,
2087,2.0,2.0,,70 m²,,18 August 2020,109001554,,3000000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,
2088,4.5,4.0,,488 m²,1.0,11 June 2020,108733027,,22500000.0000,"Sunset Beach 297 Beach Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,
2089,2.0,2.0,443 m²,108 m²,1.0,11 June 2020,108730965,,2595000.0000,"83 Castle Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,1.0,
2090,2.0,4.0,9 453 m²,297 m²,,01 August 2020,108937851,,19900000.0000,"24 Belair Drive, Constantia, Cape Town",House,1.0,,,,,,,,,,
2091,1.0,2.0,,,2.0,11 September 2020,109104695,,1450000.0000,"Southfield, Cape Town",House,1.0,,,1.0,,,,,,,
2092,1.0,1.0,,,,11 September 2020,109108514,,1995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
2093,1.5,2.0,,102 m²,,02 August 2020,108939235,,3595000.0000,"Sea Point, Cape Town",Apartment / Flat,,,3.0,,,,,,,,
2094,2.0,2.0,,77 m²,,28 August 2020,109041352,,2400000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
2095,1.0,1.0,62 m²,62 m²,1.0,08 July 2020,108849270,,2650000.0000,"29 Chiappini Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,
2096,2.0,2.0,,178 m²,,19 May 2020,108672061,,16500000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2097,3.0,7.0,273 m²,,,03 August 2020,108940254,,,"40 York Street, Woodstock, Cape Town",House,,,,,,,,,,,
2098,1.0,2.0,,76 m²,1.0,21 August 2020,109016159,,1350000.0000,"Harfield Village, Cape Town",Apartment / Flat,,,,,,,,,,,
2099,2.0,2.0,,106 m²,,12 August 2020,108977676,1.0,4399000.0000,"Green Point, Cape Town",Townhouse,,,,1.0,,,,,,,
2100,2.0,2.0,,103 m²,,05 August 2020,108955129,1.0,4000000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2101,3.0,3.0,,263 m²,1.0,21 July 2020,108894700,1.0,4350000.0000,"18 Bedford Street, Vredehoek, Cape Town",House,1.0,,,2.0,,,1.0,,,,
2102,2.0,3.0,,123 m²,1.0,16 June 2020,108765901,,2200000.0000,"15 Aliwal Road, Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,
2103,2.0,2.0,,110 m²,1.0,23 August 2020,109020088,1.0,4300000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2104,1.0,2.0,,,1.0,03 September 2020,109064625,,780000.0000,"Belhar, Cape Town",House,,,,,,,,,,,
2105,1.0,0.5,63 m²,63 m²,,08 July 2020,108841847,,1450000.0000,"5 Howe St, Observatory, Cape Town",Apartment / Flat,,,,,,,,,,,
2106,1.5,2.0,12 596 m²,83 m²,1.0,08 July 2020,108849002,,1595000.0000,"21 Pinetree Avenue, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2107,2.0,2.0,257 m²,,1.0,02 August 2020,108939181,,2395000.0000,"16 Kirsten Crescent, Kirstenhof, Cape Town",House,,,,2.0,,,,,,,
2108,3.0,3.0,595 m²,,1.0,16 September 2020,109126312,,4950000.0000,"Rondebosch East, Cape Town",House,,1.0,,4.0,,,,,,,
2109,1.0,1.0,50 m²,50 m²,,20 August 2020,109010873,,1850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
2110,4.0,5.0,1 222 m²,420 m²,,21 August 2020,106630242,,9400000.0000,"Kalk Bay, Cape Town",House,1.0,,4.0,,,,1.0,,,,
2111,1.0,1.0,,68 m²,,21 August 2020,109017738,,2195000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2112,1.0,5.0,510 m²,510 m²,1.0,14 September 2020,109112302,1.0,1950000.0000,"Retreat, Cape Town",House,1.0,1.0,,1.0,,,,,,,
2113,1.0,1.0,,,,21 September 2020,109145095,,1995000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2114,2.0,4.0,200 m²,,1.0,28 August 2020,109042349,,1450000.0000,"Pelican Park, Cape Town",House,,,,,,,,,,,
2115,2.0,3.0,251 m²,,2.0,22 January 2019,107114602,,5175000.0000,"Rondebosch, Cape Town",House,,,,,1.0,,,,,,
2116,1.0,2.0,395 m²,85 m²,1.0,17 August 2020,108989580,1.0,2295000.0000,"Pinelands, Cape Town",House,,1.0,,2.0,,,,,,,
2117,2.0,3.0,397 m²,,1.0,22 July 2020,108898516,1.0,6250000.0000,"6 Frere Road, Sea Point, Cape Town",House,1.0,1.0,,,,,,,,,
2118,2.0,2.0,,91 m²,,09 July 2020,108854533,,4750000.0000,"5 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,
2119,1.0,2.0,,78 m²,,29 July 2020,108925692,,3195000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
2120,1.0,1.0,2 646 m²,43 m²,,17 September 2020,109133823,,1070000.0000,"Plumstead, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
2121,1.0,2.0,,104 m²,1.0,28 July 2020,108924085,,3450000.0000,"Vredehoek, Cape Town",Townhouse,1.0,,,1.0,,,,1.0,,,
2122,2.5,5.0,373 m²,187 m²,2.0,25 August 2020,109028151,1.0,2550000.0000,"Observatory, Cape Town",House,1.0,,,,,,,,,,
2123,1.0,1.0,,71 m²,1.0,17 June 2020,108771767,,1900000.0000,"100 Longmarket Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2124,4.0,4.0,,361 m²,4.0,12 August 2020,108978711,,16995000.0000,"Camps Bay, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
2125,1.0,2.0,249 m²,,,13 August 2020,108985687,1.0,2295000.0000,"Claremont, Cape Town",House,,,,1.0,,,,,,,
2126,1.0,3.0,,,2.0,14 September 2020,109116725,1.0,3650000.0000,"Rondebosch Village, Cape Town",House,,,,,,,,,,,
2127,1.0,1.0,,41 m²,,06 July 2020,108838627,,1495000.0000,"Unit 110 The Wentworth 36 Wessels Road, Kenilworth, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2128,1.0,1.0,,35 m²,,21 August 2020,109015879,1.0,1735000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
2129,1.0,3.0,495 m²,180 m²,,06 July 2020,108839212,1.0,4650000.0000,"27 Mons Avenue, Claremont, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2130,2.0,3.0,,190 m²,2.0,09 July 2020,108852821,,4850000.0000,"51 The Albany, 1 Oak Avenue, Kenilworth Upper, Cape Town",Apartment / Flat,,,,,,,,,,,
2131,2.0,2.0,,132 m²,1.0,09 July 2020,107099818,,3895000.0000,"25 Protea Road, Claremont Upper, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
2132,1.0,2.0,,93 m²,1.0,29 July 2020,108928123,,1999999.0000,"Claremont, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2133,2.5,3.0,174 m²,,,20 July 2020,108890710,1.0,7950000.0000,"4 St Martins Road, Antrim Terrace, Three Anchor Bay, Cape Town",House,1.0,,1.0,,,,,,,,
2134,2.0,3.0,219 m²,,2.0,28 August 2020,109042311,,1995000.0000,"118 Fisherman's Village, Muizenberg, Cape Town",House,,,,1.0,,,,,,,
2135,1.0,2.0,,74 m²,,07 July 2020,108840053,,1695000.0000,"Urban Spin, 1 Alnwick Rd, Plumstead, Cape Town",Apartment / Flat,,,,,,,,,,,
2136,1.0,2.0,,71 m²,,29 July 2020,108926176,,2075000.0000,"15 Lower Hope Rd, Rosebank, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,1.0,,,
2137,6.0,13.0,537 m²,537 m²,,24 August 2020,109023981,,11500000.0000,"23 Antrim Road, Green Point, Cape Town",House,,1.0,,,,,,,,,
2138,1.0,2.0,81 m²,81 m²,,06 July 2020,108839282,,1200000.0000,"7 Victoria Road, Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,
2139,1.0,1.0,,45 m²,,25 June 2020,108800350,1.0,1655000.0000,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2140,2.0,3.0,,142 m²,2.0,06 July 2020,108838794,,4750000.0000,"25 Protea Road, Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2141,3.0,6.0,298 m²,200 m²,2.0,24 August 2020,109025409,,1490000.0000,"Rylands, Cape Town",House,,,,4.0,,,1.0,,,,
2142,1.0,2.0,,85 m²,,20 August 2020,109010039,1.0,1625000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
2143,1.0,1.0,,51 m²,1.0,16 July 2020,108879337,,1220000.0000,"11 Oak, Kenilworth Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2144,4.0,4.0,493 m²,,1.0,19 July 2020,108887279,,1550000.0000,"13 Loquat Avenue, Belhar, Cape Town",House,,,,1.0,,,,,,,
2145,1.0,2.0,,,,04 September 2020,109067245,,1695000.0000,"Plumstead, Cape Town",House,,1.0,,,,,,1.0,,,
2146,1.0,2.0,151 m²,,,20 July 2020,108890502,,1650000.0000,"21 Devon Street, Woodstock, Cape Town",House,1.0,,,,,,,1.0,,,
2147,1.0,1.0,,35 m²,,21 August 2020,109015879,1.0,1735000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
2148,2.0,4.0,,,,15 September 2020,109121967,,1395000.0000,"Pelican Park, Cape Town",House,,,,4.0,,,,,,,
2149,1.0,2.0,,93 m²,1.0,29 July 2020,108928123,,1999999.0000,"Claremont, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2150,2.0,2.0,,74 m²,1.0,06 July 2020,108839114,,1695000.0000,"2 Bromwell Street, Woodstock, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,
2151,1.0,1.0,,47 m²,,06 July 2020,108838525,,1695000.0000,"269 Main Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,,,,,
2152,2.0,2.0,,99 m²,1.0,25 August 2020,109029819,,1950000.0000,"Woodstock, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,1.0,,,
2153,1.0,3.0,218 m²,117 m²,,02 July 2020,108822455,1.0,2490000.0000,"Observatory, Cape Town",House,1.0,,,,,,,,,,
2154,1.0,1.0,,82 m²,,20 July 2020,108890200,,2150000.0000,"1 Lower Bree Street, Foreshore, Cape Town",House,,1.0,,1.0,1.0,1.0,,,,,
2155,1.0,1.0,,46 m²,,06 July 2020,108838813,,1795000.0000,"269 Main Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,,,,,
2156,4.0,6.0,992 m²,350 m²,2.0,23 June 2020,108789730,,4995000.0000,"29 Harries Street, Plumstead, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2157,2.0,2.0,,,,15 September 2020,109120660,,3995000.0000,"2 Carnarvon Court Avenue Francaise, Fresnaye, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2158,2.0,5.0,650 m²,262 m²,2.0,07 August 2020,108963008,,2995000.0000,"40 Pelican Way, Zeekoevlei, Cape Town",House,1.0,,,3.0,,,,,,,
2159,1.0,3.0,200 m²,64 m²,,03 September 2020,109064784,1.0,620000.0000,"Gooseberry Street, Fisantekraal, Cape Town",House,1.0,,,1.0,,,,,,,
2160,4.0,4.0,,,2.0,17 July 2020,108882385,,3625000.0000,"12 Kronendal Road, Kirstenhof, Cape Town",House,1.0,1.0,,,,,,1.0,,,
2161,1.0,2.0,102 m²,,3.0,02 September 2020,109055453,,480000.0000,"Hanover Park, Cape Town",House,,,,2.0,,,,,,,
2162,1.0,1.0,,80 m²,1.0,19 August 2020,109008833,,2090000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
2163,1.0,0.5,,33 m²,,02 September 2020,109057936,,1595000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,1.0,,,,,
2164,1.0,2.0,,68 m²,,08 July 2020,108847463,1.0,1195000.0000,"15 The Avenue Street, Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,
2165,1.0,1.0,36 m²,36 m²,,17 August 2020,108997687,,1298000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,,,,,,,,
2166,1.0,1.0,,61 m²,,19 November 2019,108192530,,1840000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,
2167,1.0,2.0,109 m²,,,10 September 2020,109104247,,4700000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
2168,3.0,4.0,,,2.0,05 July 2020,108833672,1.0,3750000.0000,"2 Ebony Rd, Tokai, Tokai, Cape Town",House,,,,2.0,,,,,,,
2169,2.0,2.0,,150 m²,,06 July 2020,108835275,,3750000.0000,"11 Buitensingel Street, Gardens, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
2170,5.5,8.0,171 m²,315 m²,1.0,21 August 2020,109015950,1.0,6995000.0000,"Gardens, Cape Town",House,,,,,,1.0,,,,,
2171,2.0,2.0,,88 m²,1.0,10 July 2020,108859256,,3850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
2172,2.5,3.0,543 m²,296 m²,4.0,29 October 2018,106895121,1.0,6995000.0000,"Newlands, Cape Town",House,1.0,1.0,,,,,,,,,
2173,2.0,2.0,,160 m²,,28 May 2020,108691068,,16995000.0000,"Waterfront, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
2174,1.0,0.5,35 m²,35 m²,,02 July 2020,108823325,,1095000.0000,"50 Buitenkant Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
2175,1.0,1.0,,,,04 September 2020,109066583,,1995000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,
2176,2.0,2.0,87 m²,87 m²,2.0,19 August 2020,109007866,1.0,4500000.0000,"Vredehoek, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2177,1.0,1.0,,42 m²,,20 July 2020,108888795,,1650000.0000,"85 Albert Road, Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2178,3.0,4.0,545 m²,,4.0,21 July 2020,108897143,,3995000.0000,"107 Balfour Street, Woodstock, Cape Town",House,1.0,,,,,,,1.0,,,
2179,2.0,2.0,,136 m²,,21 August 2020,109017573,1.0,13500000.0000,"Waterfront, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
2180,1.0,2.0,,74 m²,,23 July 2020,108907589,,1550000.0000,"37 Urban Spin, 1 Alnwick Rd, Plumstead, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2181,1.0,3.0,109 m²,97 m²,,08 September 2020,109087799,1.0,695000.0000,"Ocean View, Cape Town",House,,,,,,,,,,,
2182,1.0,0.5,,45 m²,,18 August 2020,108999163,,1850000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2183,1.0,1.0,,68 m²,,20 June 2020,108782723,,1850000.0000,"Mandela Rhodes 24 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
2184,2.0,2.0,,101 m²,2.0,27 July 2020,108916337,1.0,3865000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,
2185,2.5,2.0,,122 m²,1.0,15 July 2020,108872240,,2650000.0000,"7 Pine Rd, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2186,2.0,2.0,,82 m²,1.0,28 August 2020,109043240,,4995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2187,1.0,1.0,316 m²,51 m²,,09 September 2020,109098131,,3250000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2188,2.0,2.0,,112 m²,,17 July 2020,108883518,,1999000.0000,"15 St Andrews Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
2189,1.0,3.0,108 m²,,,08 September 2020,109088480,,549000.0000,"Bonteheuwel, Cape Town",House,,,,2.0,,,,,,,
2190,2.5,3.0,612 m²,245 m²,,17 August 2020,108995452,1.0,6500000.0000,"Claremont Upper, Cape Town",House,,1.0,,2.0,,,,,,,
2191,1.0,3.0,791 m²,,1.0,02 September 2020,109056165,,1795000.0000,"Retreat, Cape Town",House,1.0,,,1.0,,,,,,,
2192,1.0,1.0,,55 m²,,09 June 2020,108722015,,3000000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
2193,1.0,1.0,,43 m²,1.0,04 February 2020,106967264,,1445000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
2194,3.5,3.0,300 m²,,1.0,14 August 2020,108986961,1.0,5700000.0000,"Stonehurst Mountain Estate, Cape Town",Townhouse,1.0,,,1.0,,,,1.0,,,
2195,3.0,4.0,1 250 m²,,,26 June 2020,108806223,,4095000.0000,"10 Gerrie Avenue, Tokai, Cape Town",House,,,,2.0,,,,,,,
2196,1.0,2.0,,81 m²,,14 August 2020,108989149,,1495000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,1.0,
2197,1.0,2.0,,55 m²,,17 August 2020,108997413,,1695000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2198,1.0,2.0,170 m²,,,27 August 2020,109037038,,1050000.0000,"22 Goran Road, Wynberg, Cape Town",House,1.0,,,1.0,,,,,,,
2199,2.0,2.0,,65 m²,,20 August 2020,109012223,,1450000.0000,"Plumstead, Cape Town",Townhouse,,,,2.0,,,,,,,
2200,1.0,2.0,,76 m²,,24 August 2020,109024765,1.0,2400000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,
2201,1.0,2.0,,53 m²,,29 July 2020,108928801,,1195000.0000,"2a Bridge Street, Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,
2202,3.0,3.0,415 m²,183 m²,1.0,30 July 2020,108931672,1.0,6200000.0000,"10 Military Road, Tamboerskloof, Cape Town",House,1.0,,,,,,,,,,
2203,1.0,1.0,,59 m²,,27 July 2020,108917514,,2400000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
2204,2.0,2.0,,82 m²,1.0,28 August 2020,109043240,,4995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2205,13.0,12.0,,,,14 August 2020,108988312,,19500000.0000,"2 Ravenscraig Road, Green Point, Cape Town",House,,1.0,,10.0,1.0,,,,,,
2206,14.0,13.0,,485 m²,,27 August 2020,109035801,,10695000.0000,"Gardens, Cape Town",House,,,,,1.0,1.0,,,,,
2207,1.0,3.0,,111 m²,1.0,13 August 2020,108984983,,1900000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2208,2.0,5.0,854 m²,320 m²,2.0,22 August 2020,109019353,,3900000.0000,"Bergvliet, Cape Town",House,1.0,,2.0,,,,,,,,
2209,2.5,3.0,612 m²,245 m²,,17 August 2020,108995452,1.0,6500000.0000,"Claremont Upper, Cape Town",House,,1.0,,2.0,,,,,,,
2210,2.0,2.0,,59 m²,,02 September 2020,109055976,,2000000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2211,,2.0,,,,02 September 2020,109059780,,760000.0000,"227 Main Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2212,2.5,3.0,199 m²,204 m²,,31 July 2020,108936038,,3900000.0000,"Mowbray, Cape Town",House,,,,1.0,1.0,,,,,,
2213,1.0,2.0,1 022 m²,1022 m²,,14 July 2020,107423316,1.0,1750000.0000,"279 Albert Road Woodstock, Woodstock, Cape Town",House,,,,,,,,,,,
2214,4.5,5.0,4 344 m²,450 m²,1.0,23 July 2020,108906764,,11300000.0000,"2 Monterey Avenue, Bishopscourt, Cape Town",House,,,,3.0,,,,,,,
2215,1.0,2.0,,60 m²,,27 July 2020,108916506,,2160000.0000,"8 On Harfield, Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2216,1.0,2.0,,87 m²,,19 September 2020,109139470,,1295000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2217,4.0,4.0,466 m²,450 m²,,21 August 2020,107154498,,13495000.0000,"Kalk Bay, Cape Town",House,1.0,1.0,3.0,,,,,,,,
2218,,,,,,21 September 2020,109141620,,1500000.0000,"Grassy Park, Cape Town",House,,,,,,,,,,,
2219,1.0,2.0,,78 m²,,19 August 2020,109007561,,1495000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,
2220,2.0,3.0,250 m²,,1.0,23 August 2020,109020308,,1575000.0000,"Muizenberg, Cape Town",House,1.0,,,1.0,,,,,,,
2221,1.0,2.0,,83 m²,,24 July 2020,108908233,,1725000.0000,"32 Urban Spin, Alnwick Rd, Plumstead, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2222,1.0,3.0,560 m²,154 m²,2.0,05 June 2020,108713597,,2475000.0000,"49 Battle Ridge, Marina Da Gama, Cape Town",House,1.0,1.0,,2.0,,,,,,,
2223,1.0,,35 m²,35 m²,,07 July 2020,108840934,,900000.0000,"28 Main Road, Mowbray, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
2224,1.0,1.0,,,,02 September 2020,109060098,,555000.0000,"227 Main Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2225,2.0,2.0,210 m²,,1.0,14 September 2020,109114782,,,"Sea Point, Cape Town",House,1.0,,,,,,,,,,
2226,1.0,2.0,220 m²,123 m²,,17 August 2020,108997408,1.0,2500000.0000,"Rondebosch, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
2227,2.0,3.0,574 m²,,1.0,01 September 2020,109050791,,4850000.0000,"Newlands, Cape Town",House,,,4.0,,,,,,,,
2228,1.0,2.0,117 m²,80 m²,,08 July 2020,108845987,1.0,1995000.0000,"14 Kitchener, Woodstock, Cape Town",House,,,,,,,,,,,
2229,2.0,2.0,,115 m²,,26 August 2020,109032079,,4250000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
2230,1.0,3.0,275 m²,,1.0,26 August 2020,109035175,,700000.0000,"Belhar, Cape Town",House,,,,,,,,,,,
2231,2.0,2.0,194 m²,77 m²,1.0,25 July 2020,108913295,1.0,3995000.0000,"Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
2232,3.0,4.0,450 m²,228 m²,,17 August 2020,108998434,,5385000.0000,"Newlands, Cape Town",House,1.0,1.0,2.0,,,,,,,,
2233,1.0,2.0,,72 m²,1.0,24 August 2020,109022886,1.0,3795000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2234,1.0,2.0,,80 m²,2.0,20 August 2020,109012959,,2250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2235,1.0,2.0,76 m²,76 m²,,20 August 2020,109011501,,3450000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,
2236,1.0,2.0,7 488 m²,49 m²,,26 July 2020,108913718,,649000.0000,"Zeekoevlei Mews, 231 8th Avenue, Grassy Park, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
2237,2.0,2.0,,,,28 August 2020,106677127,,1895000.0000,"5 Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2238,1.0,1.0,,46 m²,,21 August 2020,109017088,,2950000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
2239,2.0,3.0,363 m²,,2.0,18 August 2020,108999062,,4950000.0000,"Kenilworth Upper, Cape Town",House,,,,,,,,,,,
2240,1.0,,38 m²,38 m²,1.0,09 July 2020,108854493,,1050000.0000,"2 Bromwell Street, Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
2241,1.0,2.0,102 m²,47 m²,,13 August 2020,108985699,,1100000.0000,"Wynberg, Cape Town",House,,,,1.0,,,,,,,
2242,1.0,1.0,,82 m²,,19 August 2020,109005204,,2499000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,
2243,3.0,3.0,113 m²,113 m²,1.0,13 August 2020,108985509,,1620000.0000,"Ottery, Cape Town",House,1.0,1.0,,1.0,,,,,,,
2244,1.0,2.0,119 m²,119 m²,,12 August 2020,108979648,1.0,899999.0000,"Woodstock, Cape Town",House,,,,,,,,,,,
2245,3.0,3.0,,,2.0,28 July 2020,108919437,,10995000.0000,"Camps Bay, Cape Town",House,,,,,,,,,,,
2246,1.0,1.0,,63 m²,,24 August 2020,109023600,,2250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
2247,2.0,2.0,,95 m²,,05 June 2020,108713601,,4950000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
2248,1.0,2.0,,89 m²,1.0,03 July 2020,108827968,,2795000.0000,"18 Marais Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
2249,2.0,2.0,,138 m²,,13 July 2020,108863967,,3950000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
2250,1.0,2.0,246 m²,,,25 June 2020,108800951,1.0,2199000.0000,"3 Fowes Road, Wynberg Upper, Cape Town",House,1.0,,2.0,,,,,,,,
2251,1.0,2.0,,53 m²,,13 August 2020,108981258,,995000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
2252,2.0,2.0,109 m²,109 m²,,03 July 2020,108826809,,5000000.0000,"9 Victoria Rd, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
2253,1.0,2.0,,,,14 September 2020,109116225,,1300000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,,,,,,,,
2254,2.0,2.0,134 m²,134 m²,2.0,04 June 2020,108707254,1.0,5995000.0000,"1 Ocean View Drive, Green Point, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
2255,2.0,3.0,219 m²,,2.0,03 July 2020,108828035,,1995000.0000,"Muizenberg, Cape Town",House,1.0,,,1.0,,,,1.0,,,
2256,2.0,2.0,,73 m²,,10 July 2020,108856961,,1500000.0000,"213 Main Road, Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
2257,6.0,6.0,1 528 m²,500 m²,3.0,18 August 2020,109000043,1.0,32500000.0000,"Fresnaye, Cape Town",House,1.0,1.0,,,,,,,,,
